"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Lmbrd1",0.00716003357284991,0.770303684915621,0.917,0.852,1
"Herpud1",0.00741259884572008,1.48218090534648,0.556,0.296,1
"Dipk2a",0.0074885366370239,1.25396509764175,0.611,0.333,1
"Peg10",0.00768385820616239,-2.04016464427687,0.139,0.444,1
"Flcn",0.00768865982415612,-1.44525464638631,0.194,0.519,1
"Tdrd7",0.00769213386245839,-2.53409266844631,0.083,0.333,1
"Mob3b",0.00775626180719534,1.49126362193852,0.583,0.296,1
"Zfp606",0.00783051589901836,2.06689901420312,0.361,0.074,1
"Fbxo21",0.00787270504426304,1.10869601666614,0.722,0.407,1
"Stx7",0.00795881069576151,0.860394833241035,0.806,0.519,1
"Rai1",0.00800623884938773,-3.3277310108062,0,0.185,1
"Pank1",0.00800623884938773,-3.13475756586349,0,0.185,1
"Tvp23a",0.00800623884938773,-2.95785115631277,0,0.185,1
"Med11",0.00800623884938773,-2.93743461729411,0,0.185,1
"Arid3b",0.00800623884938773,-2.83549823329505,0,0.185,1
"Rnft2",0.00800623884938773,-2.42317004992551,0,0.185,1
"Phlpp1",0.00814899556124614,0.636326574716839,1,1,1
"Nectin3",0.00850346572305065,-1.67154922030245,0.111,0.407,1
"BC005561",0.00862492316735331,0.941938328460274,0.667,0.296,1
"Socs5",0.00865473243656984,-1.49061211246738,0.167,0.481,1
"Prpf39",0.00866082197459994,-1.49029300981989,0.25,0.593,1
"Endod1",0.00883998396403573,0.567057154212697,1,0.889,1
"Tm9sf3",0.00940025743016638,-0.753466740887235,0.75,0.926,1
"Pelp1",0.00970690300046941,-2.09928180135088,0.111,0.37,1
"Mmadhc",0.00976253270698344,1.55604788043422,0.5,0.185,1
"LTO1",0.00985573979615233,2.96744374241751,0.222,0,1
"Gadd45gip1",0.00995295958409113,-1.13209138194407,0.361,0.667,1
"R3hdm1",0.00999003360587544,-0.865393674249908,0.556,0.852,1
"Snap29",0.0102312542393219,2.14936928136824,0.389,0.111,1
"Gm47664",0.010305345575795,-2.21346952082876,0.056,0.296,1
"Clk4",0.0103423223161531,0.829104297401614,0.611,0.259,1
"Plekhj1",0.0105166925237874,1.28522326973132,0.556,0.222,1
"Uros",0.0105575834554484,-1.47046765564025,0.111,0.407,1
"Tmem167",0.0118851631371436,-0.718365791050633,0.583,0.889,1
"Ninj2",0.0120538984711071,0.710893698810289,0.889,0.815,1
"Vps41",0.0121519960445584,1.09929153805723,0.722,0.481,1
"Tex14",0.0121669890276494,1.9192696568786,0.5,0.259,1
"Pantr1",0.0123815379974568,1.09132342147489,0.694,0.37,1
"Eif2b5",0.0124232211861701,-1.08106196062815,0.194,0.519,1
"Insc",0.0124530145754641,1.23739212501773,0.667,0.481,1
"Bptf",0.0124707489700243,-1.01091062386989,0.583,0.815,1
"Pabpc1",0.0124707489700243,-0.880074399463857,0.583,0.815,1
"Etfrf1",0.0125203884535784,2.10984306413178,0.361,0.111,1
"Tmem192",0.0126090474931682,-1.12585150523265,0.306,0.63,1
"Utp14a",0.0126278176533886,-1.3663457335689,0.083,0.37,1
"Actb",0.0126649028392312,0.335464620341568,1,1,1
"Ndufa5",0.0127366697702723,0.629965996881375,0.861,0.815,1
"Rpain",0.0127502107605066,-1.63165420418661,0.111,0.37,1
"Arhgap24",0.0128614129188617,2.74831899170552,0.278,0.037,1
"9630009A06Rik",0.0128614129188617,2.12467914813718,0.278,0.037,1
"Gm10863",0.013172958008379,-2.26094019338628,0.167,0.407,1
"Clu",0.0131763606392274,-1.97688789963931,0.139,0.407,1
"Luc7l3",0.0132330594377736,-0.813879155036983,0.417,0.815,1
"Rc3h1",0.0133505264861478,-1.0031017437201,0.5,0.741,1
"Rfc2",0.0134308704855245,1.60776188245802,0.472,0.185,1
"Kantr",0.0135453013610718,-2.48967136761405,0.028,0.222,1
"Nudt1",0.0135453013610718,-2.35440836997589,0.028,0.222,1
"Ehd3",0.0137022559509148,-1.71642174575511,0.167,0.444,1
"Kmt5a",0.0137057243895532,-0.643433161157817,0.722,0.852,1
"Folh1",0.0137472636363442,1.10170139350004,0.639,0.333,1
"Ftl1-ps1",0.0137930298753514,-1.95678045473404,0.083,0.333,1
"Tor1aip2",0.0138961913616261,-0.924180948682915,0.528,0.704,1
"Rsph9",0.014039731831352,-1.80990070946608,0.056,0.296,1
"2700097O09Rik",0.014039731831352,-1.72204144867784,0.056,0.296,1
"Spire1",0.0143349934995155,-0.807541853930922,0.389,0.741,1
"Selenop",0.0143401709792597,1.38824610123939,0.694,0.444,1
"Dnaja4",0.0144129735226114,-1.4776381414163,0.194,0.481,1
"Pwwp3a",0.0144129735226114,-1.18690966390638,0.194,0.481,1
"Tgfbrap1",0.0144129735226114,-0.9510758733935,0.167,0.519,1
"Snap47",0.0149245308255719,-0.923047035955412,0.389,0.667,1
"Zcchc18",0.0149571781698342,-1.61835448167411,0.111,0.37,1
"Urod",0.0151544805184979,1.5365099259963,0.5,0.259,1
"Ctnna2",0.0151841916822854,1.12186249752227,0.75,0.593,1
"Nop16",0.0153249644530562,1.95043747917562,0.278,0.037,1
"Eipr1",0.0153301623394013,1.88687211938872,0.361,0.111,1
"Rmnd5a",0.0153876776426735,1.3391850675465,0.5,0.185,1
"Alkbh5",0.0155458089535743,-0.894874282137558,0.361,0.704,1
"Smox",0.0157968926878033,-0.938758988279258,0.361,0.667,1
"Sorbs3",0.0158265763932975,-1.26017216372841,0.333,0.63,1
"Cacfd1",0.0160296575156071,-1.1167682077944,0.111,0.407,1
"Cux1",0.0160901463861114,-1.59472579843932,0.222,0.519,1
"Mettl15",0.0161140109653931,-1.53461034125327,0.139,0.407,1
"Ttc33",0.0163701992700485,-1.08161883292545,0.194,0.519,1
"Ndufc1",0.0165240358571405,0.673855991488198,0.861,0.741,1
"Ccar2",0.0166070264939095,-1.22422403553866,0.167,0.444,1
"Pnp",0.0167058379384662,-2.02352590568147,0.083,0.296,1
"Tstd2",0.0167232250802351,2.89899098462909,0.194,0,1
"Mbd4",0.0167232250802351,2.23455788997563,0.194,0,1
"Parm1",0.0167558926192273,1.3327973431971,0.667,0.407,1
"Snx12",0.0168233142011692,-1.47295478730679,0.222,0.519,1
"Spcs3",0.0170350905778608,-1.31707427821235,0.167,0.481,1
"Sort1",0.0171947682329033,0.674653712073019,0.972,0.852,1
"Pstpip2",0.0175913008493444,0.648200391414192,0.861,0.667,1
"Sat1",0.0177048976511523,-1.04608960555272,0.278,0.593,1
"Khdc4",0.0177880307784839,-1.59314429200679,0.139,0.407,1
"Mob3a",0.0178404951016865,-0.624005547055273,0.056,0.296,1
"Tnrc18",0.0179192577807846,-2.32732413565565,0.028,0.222,1
"Cdpf1",0.0179597951965457,-2.06143197995622,0.111,0.333,1
"Aif1l",0.0184080835974471,1.27164877359959,0.556,0.296,1
"Manbal",0.0184641681011384,-0.84532204725217,0.528,0.815,1
"Apod",0.0185642853591186,0.590663931353195,1,0.963,1
"Eloa",0.01872861847937,-1.16586674293936,0.194,0.519,1
"Uqcrh",0.0187940011490442,-0.688844722662639,0.806,0.963,1
"Mpped2",0.0188053665009848,-3.15575449867176,0,0.148,1
"1600010M07Rik",0.0188053665009848,-3.12260279547096,0,0.148,1
"Sgsm3",0.0188053665009848,-3.02573313712417,0,0.148,1
"Thumpd2",0.0188053665009848,-2.92244823967376,0,0.148,1
"Galnt4",0.0188053665009848,-2.85977369155245,0,0.148,1
"Ptpn12",0.0188053665009848,-2.82298501818011,0,0.148,1
"Klf11",0.0188053665009848,-2.81073294777597,0,0.148,1
"Sept5",0.0188053665009848,-2.79412611769517,0,0.148,1
"Gm48342",0.0188053665009848,-2.67781198183456,0,0.148,1
"Ccdc126",0.0188053665009848,-2.65024256986203,0,0.148,1
"Rhebl1",0.0188053665009848,-2.6011934335187,0,0.148,1
"Morc4",0.0188053665009848,-2.57275269137171,0,0.148,1
"Plin2",0.0188053665009848,-2.48364267137908,0,0.148,1
"Gm34590",0.0188053665009848,-2.45627829914689,0,0.148,1
"Spag1",0.0188053665009848,-2.44437239943936,0,0.148,1
"Mblac1",0.0188053665009848,-2.40459277325149,0,0.148,1
"Trdmt1",0.0188053665009848,-2.40119572356234,0,0.148,1
"Mipep",0.0188053665009848,-2.40065252690326,0,0.148,1
"Srp54c",0.0188053665009848,-2.31823312411666,0,0.148,1
"Nrcam",0.0188053665009848,-2.29077126013023,0,0.148,1
"Gtf2ird2",0.0188053665009848,-1.99505024429476,0,0.148,1
"Tyro3",0.0189960218394447,-0.602478906315987,0.667,0.852,1
"Nudt22",0.0191895730116842,-1.89118396009441,0.028,0.222,1
"Fam122b",0.0193151662456065,-2.55848606090403,0.056,0.259,1
"Nelfcd",0.0194398006267341,2.08288866519477,0.306,0.074,1
"Psmd6",0.0194492431035548,-0.661353568119436,0.444,0.741,1
"Larp6",0.0197528766106528,0.472643695471889,0.833,0.852,1
"Lrrc45",0.0203014124437773,-0.893061215655236,0.083,0.333,1
"Gga1",0.0204004250282587,1.50675782054979,0.333,0.074,1
"Snx29",0.0204151354670384,1.30314521908122,0.5,0.259,1
"B3glct",0.0205272515926836,-2.30086202298091,0.056,0.259,1
"Tmem251",0.0205272515926836,-2.27246533096324,0.056,0.259,1
"Ripor1",0.0205379103943438,-1.88017827273001,0.028,0.222,1
"Stk40",0.0205379103943438,-1.55137511530394,0.028,0.222,1
"Akr1e1",0.0205845816290208,-1.10527317970368,0.139,0.407,1
"Pdap1",0.0206761487138663,-0.721841592803565,0.472,0.852,1
"Selenok",0.020750145316116,0.428821860481586,1,1,1
"Slc33a1",0.0207627790355014,-1.14639933496386,0.194,0.481,1
"Pik3c3",0.0213034431633563,1.0832525039862,0.639,0.407,1
"Gtf2h2",0.0214220731034651,-1.55910546347405,0.083,0.333,1
"Nfyb",0.0214587017438737,-1.39141773387461,0.111,0.37,1
"H2afj",0.0215207611628269,-0.66914389318386,0.944,0.963,1
"Larp1",0.0217683507386378,-0.775603215752105,0.361,0.667,1
"Phka2",0.0218051435670186,-2.18162417905145,0.056,0.259,1
"Gm4924",0.0218051435670186,-1.98946979552639,0.056,0.259,1
"Zbtb6",0.0218051435670186,-1.95682758436398,0.056,0.259,1
"Man2a2",0.0218687249972621,1.6776606437931,0.444,0.222,1
"Pgd",0.0218687249972621,-1.45639785161084,0.25,0.481,1
"Pink1",0.0218707853885189,0.742077432047674,0.889,0.704,1
"Mtus1",0.0219817331642013,0.747783192777594,0.806,0.593,1
"Rb1",0.0224326007163116,-0.870807166169824,0.417,0.741,1
"1810058I24Rik",0.0226624690309073,-0.760757310095167,0.5,0.778,1
"Armcx1",0.0227222598680947,2.01200896339483,0.306,0.074,1
"Coq2",0.0228644790293382,-0.723517129190653,0.444,0.704,1
"Bdp1",0.0229193576865735,-1.48965463214503,0.194,0.444,1
"Gnb1",0.022959336107306,-0.606613682924584,0.833,0.889,1
"Ralgapa2",0.0230049696489195,1.78117429864044,0.389,0.148,1
"Camk1d",0.0230066562022404,-0.680251332668401,0.417,0.704,1
"Mrpl28",0.0230842249007796,1.03789311103597,0.556,0.407,1
"2610021A01Rik",0.0231517133602238,-1.82500280527792,0.056,0.259,1
"2700062C07Rik",0.0233801460556974,-1.84994214084089,0.083,0.296,1
"Spock3",0.0235458596830199,1.31195532015787,0.667,0.444,1
"Smim15",0.0238756344667531,-0.665471679146043,0.472,0.778,1
"Tpi1",0.0239837275354551,-0.590959464098608,0.528,0.852,1
"Eif1",0.0240115464193953,0.336870651467507,1,1,1
"Apex1",0.0246929440727196,-1.75306804182524,0.083,0.296,1
"Arl8a",0.0248585281117934,-0.486095333807824,0.889,0.963,1
"Cdk2ap1",0.0249048998643021,1.50650293207319,0.361,0.111,1
"Cnot11",0.0249048998643021,-1.28542988983591,0.139,0.407,1
"Nudc",0.0257263937562005,0.832848009820745,0.833,0.667,1
"Sgk3",0.0259225987952747,-0.96220523575434,0.222,0.519,1
"Pard6a",0.0261004635317343,-1.01030873126154,0.139,0.407,1
"Fbxo8",0.0265352065274633,1.54803132689353,0.472,0.259,1
"Rela",0.0266771798832278,1.11795313446068,0.528,0.259,1
"Sspn",0.0266771798832278,-0.820911479853043,0.278,0.593,1
"mt-Nd2",0.0267410041778219,0.482169231209871,1,1,1
"Elavl3",0.0267410041778219,-0.404910493588404,1,0.963,1
"Dcxr",0.0268992369440907,-1.59277563679629,0.139,0.37,1
"Tor1a",0.0272029750314756,-1.11634160822073,0.278,0.556,1
"Paip1",0.0273585419989183,-0.678307828935314,0.639,0.815,1
"Iars",0.0274041713491014,-0.913285631453736,0.417,0.667,1
"Apoe",0.0274845668860024,0.929723336829511,0.861,0.852,1
"Mtg2",0.027511109454748,-1.64992709304326,0.083,0.296,1
"Rnf4",0.0275475028097831,-1.31745819554916,0.167,0.444,1
"Baz2a",0.0276380380220878,-0.918988039919038,0.25,0.556,1
"Ddb1",0.0277517325280362,-0.923090637219664,0.611,0.741,1
"Tspan9",0.027841092772041,1.81959767355804,0.306,0.074,1
"Arl3",0.027981560835328,-1.03438021575364,0.389,0.63,1
"Zfp958",0.0281503041767365,2.91822816234363,0.167,0,1
"Ttc7",0.0281503041767365,2.76609982828372,0.167,0,1
"B230369F24Rik",0.0281503041767365,2.69924697125484,0.167,0,1
"Dusp28",0.0281503041767365,2.66461857420421,0.167,0,1
"Men1",0.0281503041767365,2.34743070673305,0.167,0,1
"Bloc1s3",0.0281503041767365,2.34386429907118,0.167,0,1
"Chst8",0.0281503041767365,2.24269835550026,0.167,0,1
"Gm15853",0.0281503041767365,2.15361836083005,0.167,0,1
"Taf1a",0.0281503041767365,2.13822702853262,0.167,0,1
"Fam98b",0.0281826910250478,-0.944376205615098,0.222,0.519,1
"Synj2bp",0.0285460755420701,-1.81382764387778,0.111,0.333,1
"P4hb",0.0285989058925549,-0.490643229232376,0.861,0.926,1
"Csmd2",0.028641071418168,1.48820766689783,0.361,0.111,1
"D430042O09Rik",0.028641071418168,-1.33365142347423,0.139,0.407,1
"Set",0.0286428337878737,-0.711881459370019,0.722,0.815,1
"Kif21a",0.0287060432176033,0.581235536425214,1,0.963,1
"Abcb10",0.0287696872923974,-1.1295634766731,0.306,0.593,1
"Fat1",0.029169558677926,0.892681013853003,0.806,0.63,1
"Zdhhc16",0.0292850145550777,-1.52909097773818,0.056,0.259,1
"Pcbd2",0.0292850145550777,-1.10315970322998,0.056,0.259,1
"Ifrd1",0.0293500154496254,-0.786363965058932,0.556,0.778,1
"Rps28",0.0294114003206634,0.523988859338097,0.889,0.778,1
"Tent2",0.0294255155539672,-1.16948692225118,0.194,0.481,1
"Hspd1",0.0294384080390613,-0.675137918358405,0.667,0.852,1
"Ints1",0.0294842015964035,-1.29077400552363,0.167,0.407,1
"Fgfr2",0.0297323926310753,0.462905664438192,1,0.926,1
"Dennd4a",0.0298967303356402,-0.795133085968204,0.528,0.778,1
"Paxip1",0.0300022692172813,-1.45406747364459,0.111,0.333,1
"Mphosph10",0.0300407904935762,-1.02606392471119,0.306,0.556,1
"Sgms1",0.0300955795500878,1.44160454702341,0.389,0.148,1
"Vps26b",0.0303481883203651,-0.728613034398512,0.222,0.556,1
"Pls1",0.0304634675846002,0.71810107942432,0.889,0.778,1
"2210408I21Rik",0.0307013710367114,-1.81068477923006,0.222,0.444,1
"Tnfaip6",0.0307921722110962,0.534202023666654,1,0.926,1
"Srrm2",0.0307941798289782,-0.470820977071625,1,1,1
"Lpcat2",0.0308825277465408,2.21712493265403,0.278,0.074,1
"Uspl1",0.0308825277465408,2.07263814306108,0.278,0.074,1
"Fig4",0.0309910513970613,-1.27747272401236,0.139,0.37,1
"Nova1",0.0310208527978024,-1.5501443721907,0.056,0.259,1
"Qtrt1",0.0310208527978024,-1.4843856577737,0.056,0.259,1
"Spcs2",0.031165652896473,0.535596555817634,0.917,0.815,1
"Dnaja3",0.031186797078835,-0.972583996569026,0.25,0.556,1
"Bmi1",0.031186797078835,-0.793845597796968,0.278,0.519,1
"Slc16a7",0.0312401881031492,-1.2347165148586,0.306,0.556,1
"Pex11b",0.031391842030131,-0.96642208313344,0.139,0.407,1
"Man1b1",0.0314438643465392,1.56282544510508,0.389,0.148,1
"Lrrcc1",0.0315094327850788,1.13200065501766,0.25,0.037,1
"Ep400",0.0316578309456151,-0.849488063763758,0.444,0.741,1
"Jagn1",0.0320373283139289,-1.03986860073891,0.222,0.481,1
"Arf5",0.0320583891011411,-0.635699024958702,0.667,0.926,1
"Pgrmc2",0.0322445905924631,-1.08586540954554,0.25,0.519,1
"Tarbp2",0.0323025485600625,-2.79158292834065,0.028,0.185,1
"Zfp275",0.0323025485600625,-2.57705002678628,0.028,0.185,1
"Arsk",0.0323025485600625,-2.47296337461492,0.028,0.185,1
"5730405O15Rik",0.0323025485600625,-2.33317439145941,0.028,0.185,1
"2700046G09Rik",0.0323025485600625,-2.27667765390732,0.028,0.185,1
"Rmc1",0.0324687956524194,-1.37459948897554,0.139,0.37,1
"Exoc7",0.0324804449734249,-0.835567664168458,0.278,0.593,1
"Pygb",0.032844272657216,2.54663090014363,0.222,0.037,1
"Rfng",0.032844272657216,2.12282551167842,0.222,0.037,1
"Mis12",0.032844272657216,2.01999893910603,0.222,0.037,1
"Yif1a",0.0331302686390772,-0.819839155200876,0.361,0.667,1
"Srp9",0.0331704915864701,0.822451385050705,0.75,0.556,1
"Ebp",0.033236037434741,0.56928212310006,0.917,0.741,1
"Tmem178b",0.0334080055992341,0.713423328915682,0.917,0.815,1
"Serp1",0.0335645225664032,-0.826379445652392,0.25,0.519,1
"Mtx2",0.0335838675677851,0.848093311929703,0.528,0.296,1
"Pik3ca",0.0337004085300944,-1.32204842579673,0.167,0.407,1
"Psme3",0.0339248296511874,0.936945951314518,0.306,0.074,1
"Cstf1",0.0339875681154243,-1.37838733198841,0.083,0.296,1
"Il31ra",0.0340503306889042,-0.470037364378677,0.639,0.778,1
"Ddx39b",0.0343659801840386,-0.603150864809972,0.667,0.926,1
"Ube2n",0.0344284586360234,0.601661386768878,0.778,0.63,1
"Use1",0.0344917273184955,0.874270415230738,0.5,0.259,1
"S100a13",0.0345649276545672,0.434033749913147,0.861,0.704,1
"Poli",0.0345684951834826,-2.33982163427954,0.028,0.185,1
"Hps1",0.0345684951834826,-2.07025396857742,0.028,0.185,1
"Rassf1",0.0345883346874601,1.49045326262259,0.444,0.222,1
"E4f1",0.0347586956104603,2.26101821445093,0.222,0.037,1
"Gm15446",0.0347586956104603,2.15200704268614,0.222,0.037,1
"Gga3",0.0347586956104603,2.09230643046147,0.222,0.037,1
"Ift74",0.0347586956104603,1.9300418933002,0.222,0.037,1
"Cd59a",0.0347984093158508,1.73419425763836,0.333,0.111,1
"Mcrs1",0.0349304003245604,1.13419872307755,0.472,0.222,1
"Brd1",0.0349905119089645,-0.698905598145448,0.417,0.741,1
"Arl6ip4",0.0350878795202682,1.06557011981017,0.528,0.259,1
"Xpo7",0.0351196606553875,1.09564384201723,0.5,0.222,1
"Apbb2",0.0353375946119483,-0.6802849930918,0.694,0.852,1
"Blcap",0.0357969053775106,-1.65924557821972,0.083,0.296,1
"Jak1",0.036008842869777,-0.946662902472241,0.222,0.519,1
"CAAA01147332.1",0.036133104964715,1.04939585043968,0.611,0.407,1
"Vapa",0.0364667970111838,-0.466881950453139,0.861,0.926,1
"Slc6a9",0.0365003396143287,0.948229552698856,0.75,0.63,1
"Mob4",0.0365214053025808,-1.05533968876393,0.278,0.519,1
"A230057D06Rik",0.0366291730595708,-1.78332400851454,0.139,0.333,1
"Cyp39a1",0.0367676167493158,2.21009320766618,0.222,0.037,1
"P3h1",0.0367676167493158,-1.22944119959555,0.056,0.259,1
"Taf7",0.0369301041331927,-1.13171127580449,0.333,0.556,1
"Atxn7l2",0.0369688571110103,-2.88370203217353,0.028,0.185,1
"Gemin6",0.0369688571110103,-2.11177997678265,0.028,0.185,1
"Pam",0.037281479565823,1.37725784249447,0.528,0.333,1
"Phactr4",0.0376477858851964,-0.882300696187167,0.361,0.63,1
"Slc35e2",0.0376877555251293,-1.32364421562378,0.083,0.296,1
"Plekha3",0.0378307394101532,-2.407041322416,0.056,0.222,1
"Sh3kbp1",0.038137925855423,1.19053296394177,0.583,0.444,1
"Arel1",0.0382777866198301,-1.35853226991791,0.111,0.333,1
"Mrps18a",0.0383675232352825,0.949339795008046,0.583,0.37,1
"Nmral1",0.0386431254847529,-0.581828288051893,0.722,0.963,1
"Acp1",0.0388268834614756,0.891770670967484,0.611,0.407,1
"Pomt2",0.0389982493769715,-1.36436823921163,0.139,0.37,1
"Mrs2",0.0389982493769715,-0.867847102523475,0.139,0.37,1
"Rpl27a",0.0391578035061895,0.287181475180609,0.944,1,1
"Ywhab",0.0391583488637198,0.686971677960121,0.833,0.667,1
"Mettl25",0.0392611207949237,1.67411658078387,0.361,0.148,1
"Tmem183a",0.0392777317271332,-0.790420476609736,0.139,0.407,1
"Nup214",0.039287130794747,0.778108927563096,0.444,0.185,1
"Tox4",0.039316126435975,-1.12948922190079,0.25,0.519,1
"AI837181",0.0393963568324429,-0.928591234524967,0.194,0.481,1
"Kifc3",0.0395097178014537,-2.18772713496466,0.028,0.185,1
"Lrrn3",0.0395097178014537,-1.92080157908646,0.028,0.185,1
"Amer1",0.0395097178014537,-1.88176933819839,0.028,0.185,1
"Tatdn2",0.0395097178014537,-1.86361184425472,0.028,0.185,1
"Cluh",0.0395097178014537,-1.83340352645101,0.028,0.185,1
"Pan2",0.0395097178014537,-1.82203853734442,0.028,0.185,1
"Stx1b",0.0395097178014537,-1.81952206672611,0.028,0.185,1
"Stk11",0.0401158451646284,-1.1874719382884,0.167,0.407,1
"Sparcl1",0.0401158451646284,-0.747721123363712,0.167,0.407,1
"Crbn",0.0401279236498615,-1.17721698504717,0.194,0.444,1
"Polr2i",0.0401548054376167,-1.02003118103042,0.333,0.593,1
"Dnajb4",0.0402282422178665,0.922779117618011,0.5,0.259,1
"Rnf216",0.0403817764841737,0.842781292383446,0.556,0.333,1
"0610009B22Rik",0.0403817764841737,-0.791369014560651,0.333,0.63,1
"Rpl13a",0.0404159708293397,0.524494977057625,0.944,0.852,1
"Tmem87b",0.0406690909588749,1.1108124361098,0.389,0.148,1
"Foxj2",0.0407948634525003,-1.17842089306415,0.139,0.37,1
"Ganab",0.0408417103987986,-1.02380821154272,0.306,0.556,1
"Cald1",0.0408932012727286,-0.933808038698562,0.222,0.481,1
"6720427I07Rik",0.0410832901295686,1.82891159635375,0.222,0.037,1
"Klhl5",0.0413165170187933,1.16465342584887,0.5,0.333,1
"Zdhhc20",0.0415840717295627,0.623988120174226,0.917,0.778,1
"Tmem170",0.0417252502196776,-0.801788309017245,0.083,0.296,1
"Phyhipl",0.0418296705764533,-0.434825884463289,0.861,1,1
"Hmg20b",0.0418727075936734,-1.0155997233578,0.167,0.407,1
"Psat1",0.0418788308919768,0.389812570709676,1,1,1
"Copg2",0.0418840872431168,1.26920736245895,0.583,0.407,1
"Fez2",0.0420888902665747,1.02101753048861,0.528,0.296,1
"Ptp4a1",0.0421973018153764,-2.01541657888861,0.028,0.185,1
"2610020C07Rik",0.0421973018153764,-1.82155334241619,0.028,0.185,1
"Trmo",0.0421973018153764,-1.70471276590466,0.028,0.185,1
"Cep83os",0.0421973018153764,-1.59490921339629,0.028,0.185,1
"Galk2",0.0421973018153764,-1.58559996131097,0.028,0.185,1
"Plpp3",0.0423945455620416,-0.860536817744566,0.528,0.704,1
"Borcs5",0.0426611371750846,-1.35492281813347,0.139,0.37,1
"2810410L24Rik",0.0426611371750846,-1.18983227961282,0.139,0.37,1
"Hnrnph3",0.0427431878366976,0.945189046778832,0.583,0.37,1
"Rufy2",0.0427431878366976,-0.708028963770538,0.361,0.667,1
"Mbd5",0.0429991218864378,0.8264033704373,0.667,0.481,1
"Samd8",0.0432138033118558,0.959159538651547,0.528,0.333,1
"Elovl1",0.0432966631685472,-0.56930856200014,0.75,0.889,1
"Fyco1",0.0436942593447739,-1.08048740788934,0.167,0.407,1
"Ikzf5",0.0437263740397254,1.76334492683581,0.278,0.074,1
