"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"A830052D11Rik",0.00607933704277936,-0.519030636204716,0.095,0.153,1
"Serpinb1a",0.00632219346011449,0.450506549104437,0.566,0.519,1
"Asap2",0.00639344866047181,-0.4726613001503,0.119,0.181,1
"Scrib",0.00643048768565511,-0.653262196281265,0.123,0.183,1
"Zhx2",0.00644809000615712,-1.07614187804747,0.045,0.087,1
"Rnf111",0.00653189547369248,-0.582314028053859,0.144,0.207,1
"Amer2",0.00653544509256877,-0.328028297840429,0.432,0.515,1
"Cplane1",0.00670988070659502,0.689994221068792,0.146,0.091,1
"Gapvd1",0.00707910539682784,-0.37355564840795,0.297,0.384,1
"Zmym5",0.00721462051236806,-0.33878239827061,0.18,0.252,1
"Zyg11b",0.00724628359300865,-0.489713788317058,0.132,0.193,1
"Snrpg",0.00730229379966697,-0.295156459619463,0.407,0.489,1
"Gnl2",0.00745002577881262,-0.533978585095356,0.175,0.241,1
"Ptgr2",0.0074742098876556,-0.32468637480688,0.132,0.199,1
"Brd8",0.00756849430883287,-0.333259994470623,0.232,0.306,1
"Flii",0.00764791385785615,-0.280606411290621,0.285,0.366,1
"E2f6",0.00766533907755141,1.14804749830979,0.092,0.05,1
"Azi2",0.00774127653539392,-0.39852679741866,0.223,0.302,1
"Wrb",0.00809267567510234,-0.55950272208747,0.07,0.121,1
"Yy1",0.00824991328177799,-0.347081896537675,0.342,0.423,1
"Rdm1",0.00827267182406446,0.754741401618317,0.114,0.066,1
"Txndc16",0.0083824288387546,0.275023785502524,0.587,0.531,1
"Dlgap4",0.00841786403021173,-0.724384875699696,0.049,0.091,1
"Tmem241",0.00843369654680478,-1.16149301010456,0.029,0.062,1
"Gemin8",0.00866315963980565,-0.643401085955493,0.068,0.117,1
"Mpdu1",0.00867389091048223,0.371821298060232,0.371,0.318,1
"Zzz3",0.00867838325971749,0.496873033626365,0.279,0.217,1
"Kdm4c",0.00870997220344601,-0.471056373509863,0.114,0.171,1
"Mboat7",0.00895183279267792,-0.415622951189965,0.164,0.227,1
"Dhx8",0.00897503247181662,0.943580863356689,0.11,0.064,1
"Psma5",0.00912027861884588,-0.282999350578334,0.407,0.485,1
"Dnajc17",0.00937857878042753,0.731198961053861,0.123,0.074,1
"Chd1l",0.00938624002483935,-0.539118847125728,0.105,0.161,1
"Nup153",0.00942472107504783,-0.684847018647797,0.083,0.133,1
"Pcdh7",0.00945434186700115,-0.672597298179286,0.101,0.153,1
"Ccdc174",0.0097007947853866,-0.562542510260401,0.15,0.207,1
"Ralgapa1",0.00983611967380581,0.323438583923926,0.279,0.213,1
"Map1s",0.00990066390549097,-0.573102249129429,0.081,0.131,1
"Ube2k",0.00991178158602658,-0.31719777978404,0.297,0.382,1
"Mapre1",0.0100594226670912,-0.299070012854972,0.463,0.537,1
"Mex3b",0.0101990389810961,-0.818800170489851,0.031,0.064,1
"Pskh1",0.0102344391830252,0.959380622903962,0.076,0.038,1
"Samd8",0.0103419062473767,-0.464918708414183,0.18,0.243,1
"Mief1",0.0103846894759184,-0.998412820790276,0.038,0.074,1
"Yars",0.0104679083283133,-0.282111970072704,0.317,0.4,1
"Tspo",0.0104775685741765,-1.11497858172941,0.025,0.056,1
"Furin",0.0105137531357525,-1.07234041040547,0.025,0.056,1
"Rfxap",0.0108120979545972,-0.448991801478655,0.169,0.231,1
"Numa1",0.0112375578858212,-0.33419538150315,0.306,0.382,1
"Adgrg1",0.0113548173359592,-0.485597322086541,0.128,0.187,1
"Pdcd2",0.0115060813365904,0.535228026573561,0.193,0.137,1
"Slc16a3",0.0116528432989554,-0.602206783178649,0.05,0.091,1
"Glmp",0.0117276566026646,-0.250988251468312,0.472,0.549,1
"Tcp11l2",0.011792824147837,-0.433632970627374,0.162,0.225,1
"Ythdc2",0.0120672774667514,-0.455040669205736,0.123,0.181,1
"Kifc2",0.0120746226488102,-1.03641658952344,0.027,0.058,1
"Mark3",0.0120886863889259,-0.290703137989047,0.319,0.4,1
"Spock3",0.0121107662874461,0.469800489882479,0.434,0.378,1
"Eif1a",0.0121392780637392,-0.595182303094163,0.067,0.111,1
"Gm16286",0.0121735425616056,-0.338763849608764,0.292,0.372,1
"Taf7",0.012259370478638,-0.336044321758592,0.225,0.296,1
"Golgb1",0.0123201192737026,-0.29220647316862,0.297,0.368,1
"Acd",0.0131227007021596,-0.501482294789497,0.112,0.167,1
"Mlxip",0.0131563311972266,-1.0932817182699,0.023,0.052,1
"Fbxw2",0.0133686072234076,-0.385112350131575,0.177,0.239,1
"Sptlc1",0.0133860197239625,-0.333335808571984,0.229,0.302,1
"Ddi2",0.0134749668986656,-0.642132762953768,0.079,0.125,1
"Smad2",0.0135541206799766,0.604840957410578,0.108,0.064,1
"H13",0.0135748320525582,-0.286471713622993,0.314,0.392,1
"Zbtb43",0.0136525141952502,-0.611230425082567,0.061,0.105,1
"Lactb",0.0137483253414017,-0.670946759372659,0.099,0.149,1
"Phc1",0.013913494948777,0.431970919889479,0.323,0.266,1
"Camsap1",0.0140766738181584,-0.763038419370419,0.083,0.131,1
"Ctps",0.0143599617342034,-0.672025519572769,0.106,0.155,1
"Scamp2",0.0148561530323219,-0.256520442110596,0.285,0.366,1
"Fbxl4",0.0150442506535843,1.1167630396733,0.077,0.042,1
"Dmd",0.0150609170948088,-0.648472622984809,0.067,0.111,1
"Ccser1",0.0152440602538312,0.735911790116951,0.135,0.089,1
"Wdr59",0.0152489479306712,-0.39616300554253,0.086,0.137,1
"Fxn",0.015255495144694,1.19522509517257,0.079,0.044,1
"Cttnbp2",0.0154877017114767,-0.259626438959214,0.294,0.37,1
"Ralgps1",0.015659835525419,-0.274749990518138,0.231,0.304,1
"Slc25a46",0.0160489732826422,-0.287557624105225,0.245,0.32,1
"H2-Ke6",0.0160845442766497,0.381906448954868,0.409,0.358,1
"Ash2l",0.0161097743062757,-0.426555573542322,0.159,0.221,1
"Senp1",0.0163312180419822,-0.703886341150878,0.049,0.087,1
"Sphk2",0.0163464671439128,-0.507045626885518,0.101,0.153,1
"Hint3",0.0164292118863689,-0.352579025322982,0.321,0.382,1
"Ppp2r5e",0.0164942738017514,-0.395134037799602,0.16,0.225,1
"Prmt7",0.0165549690932271,-0.51140695032415,0.079,0.125,1
"Ric3",0.0166525668693496,-0.649875628350121,0.072,0.115,1
"Neat1",0.0167231739016463,0.364093397164642,0.423,0.368,1
"Prpf38a",0.0170451064269122,-0.443380962436658,0.124,0.179,1
"Vps72",0.0170479789231564,-0.345706917518002,0.198,0.26,1
"Micu3",0.017146335921807,-0.304408956291962,0.184,0.252,1
"Dars2",0.0171959271384689,-0.973345051341344,0.038,0.07,1
"Firre",0.0172052936048004,-0.909557344440372,0.045,0.08,1
"Zc3h11a",0.0176192641292035,-0.627367357012687,0.045,0.08,1
"Mcat",0.0179926296453951,-0.443933810083986,0.058,0.099,1
"Polm",0.018576459802247,1.18262304618487,0.052,0.024,1
"Cadps",0.0187844580638724,-0.778971302730229,0.067,0.107,1
"Parl",0.0188350869409455,-0.320705011852868,0.247,0.318,1
"Wdfy2",0.0189523193353223,-0.345437252627889,0.209,0.278,1
"Eif1ax",0.0189646472364968,-0.295900010263383,0.315,0.384,1
"Sin3b",0.0189934711267243,-0.326370474218361,0.371,0.441,1
"Stx8",0.0189980538251672,-0.314776335469255,0.24,0.308,1
"E330009J07Rik",0.0191880820242518,0.311003937473489,0.288,0.227,1
"Hnrnpc",0.0194254332461434,-0.279923184091606,0.402,0.481,1
"Pnpla8",0.0198822409643092,-0.26664027313091,0.283,0.34,1
"Arhgap21",0.0203758296143459,-0.285304249768872,0.423,0.503,1
"Zscan22",0.0205705527063715,-0.922140489544517,0.041,0.074,1
"Fam151b",0.0209869598167806,0.924048046744068,0.081,0.046,1
"Ctsk",0.0213369083603887,-0.371865925495694,0.205,0.27,1
"Nrxn1",0.0214051849188123,-1.11554364760644,0.095,0.143,1
"Tbc1d23",0.0217179294470909,-0.453366171702676,0.086,0.133,1
"Sp4",0.022095527965954,0.832850444096543,0.103,0.064,1
"Mesd",0.0221481331793554,-0.301947923414701,0.232,0.292,1
"Xkr6",0.0222112613939843,-0.887732101519068,0.047,0.08,1
"Pusl1",0.0224182917683195,0.747214985064411,0.108,0.068,1
"Ipp",0.022550437101036,0.512973535322067,0.135,0.091,1
"Pef1",0.0228534969754077,-0.38467477363907,0.213,0.276,1
"Sorbs3",0.0229996736366088,0.272697130435168,0.368,0.312,1
"Zfp74",0.0233714144107605,-0.789890064799489,0.058,0.095,1
"Sh3bp5",0.0234539523235508,0.294003263526418,0.404,0.336,1
"Slc35a3",0.0237406320543338,-0.755148916581565,0.07,0.109,1
"Chd2",0.023812936409324,-0.479327931589553,0.133,0.185,1
"Oplah",0.0240953880747225,-0.719950650376664,0.032,0.062,1
"Ccndbp1",0.0241291543419668,-0.27075028110626,0.382,0.461,1
"Clip1",0.0242035333629382,0.656080801387426,0.117,0.076,1
"Mfsd11",0.0242126935085936,-0.499250400115658,0.079,0.121,1
"Snx14",0.024223829898626,-0.489403861842517,0.137,0.189,1
"Zfp120",0.0242878139231996,-0.958000722995466,0.027,0.054,1
"4732471J01Rik",0.024470271031203,-0.810028277347472,0.034,0.064,1
"Cpped1",0.0244828310853326,0.504123671609717,0.191,0.141,1
"Siae",0.0244924167360079,-0.6933403738955,0.056,0.093,1
"Snx7",0.024536459029513,1.0913643180941,0.061,0.032,1
"Cog3",0.0245532763754755,-0.531898790653693,0.105,0.151,1
"Terf1",0.024741400930533,-0.439236265135302,0.092,0.137,1
"Ntpcr",0.0248052123068451,-0.431152801763968,0.077,0.121,1
"Casc4",0.0248781746946601,-0.352490808291386,0.198,0.264,1
"Src",0.0251487220974332,-0.482622225410989,0.083,0.125,1
"Pdlim5",0.0251779955867082,-0.396252516331957,0.11,0.157,1
"Mau2",0.0252731171323432,-0.306899714964764,0.227,0.294,1
"Pelo",0.0253849240323478,0.445745503452087,0.086,0.05,1
"Nub1",0.0254682120717333,-0.25116086637366,0.308,0.382,1
"Entr1",0.0254815170836475,-0.319471081050046,0.241,0.306,1
"Mettl23",0.0259155105559788,-0.257299748917679,0.324,0.392,1
"Plcb4",0.0259963572805124,-0.604630569839879,0.052,0.089,1
"Trpm3",0.0260173670354395,-1.79263384223363,0.031,0.058,1
"Prkx",0.0262576340827762,-0.590307775636144,0.058,0.095,1
"Maco1",0.02637432971052,-0.473865486614176,0.178,0.235,1
"Mcm4",0.0266355302619673,0.531537498921572,0.157,0.111,1
"Acad11",0.0266846960371908,-0.629651080537192,0.061,0.099,1
"Pdlim1",0.0266855677413997,0.8771599476291,0.115,0.076,1
"4933407K13Rik",0.0267474283162107,-0.808347695171742,0.029,0.056,1
"Zfp24",0.02688582667409,-0.345129303046544,0.27,0.332,1
"Zfp426",0.0269716177350744,-0.434013618943575,0.067,0.107,1
"Mul1",0.0272701896086913,-0.340505288168885,0.139,0.191,1
"Epg5",0.0273074503172952,-0.554590426229978,0.045,0.078,1
"Zfp280c",0.0274089852730357,-0.350385930017825,0.177,0.235,1
"Usp39",0.0274271265641087,-0.425102574598676,0.121,0.169,1
"Clcn5",0.0275118729641267,-0.441542263784445,0.105,0.151,1
"Saysd1",0.0276024342647937,-0.469550353154515,0.153,0.207,1
"Kcnq3",0.0278315029038713,-0.35543473048018,0.337,0.398,1
"Gm36855",0.028326288809766,0.639620899570686,0.186,0.141,1
"Pdxk",0.0283701829226702,-0.269757455046057,0.312,0.38,1
"Tmem170",0.0287541178026337,-0.410579383801863,0.038,0.068,1
"Bmp2",0.028914804357732,-0.681583298009868,0.031,0.058,1
"Luc7l3",0.0289791468081932,-0.279340114946208,0.359,0.433,1
"Ubqln4",0.0290345604620574,0.805515304640937,0.103,0.066,1
"Klc4",0.0290836146474224,-0.839177499930296,0.031,0.058,1
"Sdcbp",0.0291727445515347,-0.268700066907125,0.229,0.296,1
"Topbp1",0.0293012107014858,-0.676521844955097,0.056,0.091,1
"Zfp143",0.0293148462447009,0.908946347117455,0.079,0.046,1
"Zdhhc4",0.0295102163240153,-0.393350651582143,0.175,0.229,1
"Gm10762",0.0296508510063668,-0.820383682921421,0.032,0.06,1
"Mtmr1",0.0298631327987221,0.752210156986179,0.108,0.07,1
"Lpcat3",0.0298634480030373,-0.483297428354489,0.166,0.217,1
"Amz2",0.029990476246155,0.448075027804929,0.173,0.125,1
"Cep19",0.0305059313252404,0.867701742775867,0.058,0.03,1
"Myo1e",0.0305900496144894,0.473675071201186,0.205,0.155,1
"Sfswap",0.0306030939349918,-0.422192252262691,0.148,0.197,1
"Hyal1",0.0307132850621904,0.537152073528276,0.083,0.048,1
"Ccdc71l",0.0307249931212184,-0.639819684348105,0.056,0.091,1
"Mfap1b",0.0307489785019699,-0.55679151784086,0.09,0.131,1
"Rrp7a",0.0309011859669521,0.446211600323234,0.317,0.26,1
"Sema3d",0.0309602548831108,-0.518802959259518,0.079,0.121,1
"Poldip2",0.0310322647466875,-0.28494423112524,0.241,0.298,1
"Narf",0.031172692022771,-0.309389789734832,0.295,0.36,1
"Wdr60",0.0313594426019858,-0.466647489436216,0.072,0.111,1
"Gtf2h4",0.0315109888392442,-0.913837684075628,0.045,0.076,1
"2310010J17Rik",0.0316754061171954,-0.358636903571866,0.09,0.133,1
"Zfp688",0.0317062996705306,-0.412992950913601,0.13,0.179,1
"B020010K11Rik",0.0317130262189113,-0.319314598186904,0.196,0.256,1
"Selenop",0.0321834186123464,0.443813368521398,0.535,0.499,1
"Dlg4",0.0322672741170289,-0.90071280986019,0.025,0.05,1
"Rrm1",0.0324680045804866,-0.392001840020402,0.151,0.203,1
"Nup205",0.0328326513989336,-0.592781811799949,0.056,0.091,1
"Mrpl15",0.033254897489451,-0.325025922677195,0.29,0.346,1
"Tcf3",0.0337209309180419,-0.282177468374475,0.18,0.239,1
"Prrc2b",0.0341328986829591,-0.378491790883582,0.187,0.239,1
"1110038B12Rik",0.0343363764529637,-0.517217424504471,0.081,0.121,1
"Atg16l2",0.0344221274941905,-0.718960363796838,0.036,0.064,1
"Wdr4",0.0345072106614186,1.12457086617406,0.054,0.028,1
"Gorab",0.0348018166741528,-0.718919819126047,0.05,0.082,1
"Snx13",0.035073378804489,-0.330230790033514,0.171,0.223,1
"Fam118b",0.0351012914953146,-0.399564295804195,0.105,0.151,1
"Slc3a2",0.03510999253221,0.39314372871647,0.368,0.316,1
"Aatf",0.0355671504790718,-0.386747873796467,0.115,0.161,1
"Gm31728",0.0358003097487389,0.673913743728666,0.07,0.04,1
"Sppl2b",0.0360367128172328,0.545844817689695,0.225,0.179,1
"Tmem121",0.0361784676121994,-0.53639110217125,0.047,0.078,1
"Rhbdd3",0.0362091932920567,0.87030833749938,0.065,0.036,1
"Dner",0.0362955749165787,-0.454018956522892,0.092,0.133,1
"Mfsd13b",0.0362971018505227,0.979776606962532,0.054,0.028,1
"Gm17251",0.0366871601911461,-0.559710052738899,0.059,0.095,1
"Fam20b",0.0367438651704928,-0.774656112181497,0.04,0.068,1
"Dennd4a",0.0372004100341041,-0.344499164988053,0.231,0.294,1
"Ascc3",0.0373355412722246,-0.541441909701941,0.16,0.205,1
"Gm4419",0.0378510059013133,-0.627784311373309,0.058,0.091,1
"Soga3",0.0379578330092332,-0.357349972809387,0.303,0.36,1
"Nkap",0.0380179898408801,-0.273140487594131,0.256,0.322,1
"Cyfip1",0.038152837762462,-0.362981265316364,0.324,0.382,1
"Pus3",0.0383626397526562,0.912758113470551,0.079,0.048,1
"Cpsf4",0.0384231364912385,-0.772455300946059,0.04,0.068,1
"Zbed3",0.0384660736141634,-0.657560796477566,0.038,0.066,1
"Arhgef1",0.0384714928077364,-0.694756522252187,0.092,0.131,1
"Ercc5",0.0386186531220299,-0.499189400878315,0.079,0.119,1
"Heatr6",0.0386281199739243,-0.395328828116279,0.123,0.171,1
"Clock",0.0386632876998836,0.385834777586894,0.261,0.209,1
"Kctd5",0.0387149257000513,-0.368264077145554,0.123,0.167,1
"Rundc1",0.0390163071537379,0.7206611611701,0.07,0.04,1
"Ids",0.0390833801277808,0.377409404938892,0.261,0.211,1
"Rnf40",0.039515202836183,-0.457140324469532,0.106,0.149,1
"Wdr77",0.0397462495001921,-0.439029346873013,0.086,0.127,1
"Mapk1ip1",0.0398599298401778,-0.536794261481066,0.105,0.147,1
"Pnmal1",0.0402120322284298,-0.502585880851366,0.106,0.149,1
"B3galt1",0.0412830756643493,-0.292089889510272,0.384,0.447,1
"Cacnb4",0.0414222163518524,-0.313303792916639,0.214,0.27,1
"Tle2",0.0414923672258153,-0.462663079386852,0.072,0.109,1
"Fbxo4",0.0415748243647205,0.775280537503248,0.061,0.034,1
"Suv39h1",0.0416263884953382,-0.357830756547715,0.07,0.107,1
"Xpc",0.0420725679753271,-0.609472257382304,0.058,0.091,1
"Nol10",0.0422248426323071,-0.819123738495512,0.043,0.072,1
"Stk3",0.042437500495696,-0.286897470099472,0.079,0.119,1
"Fam98a",0.0427456791660749,-0.250848914230031,0.256,0.32,1
"Golga2",0.0429072267954296,-0.332777862976742,0.191,0.245,1
"Chst14",0.0430821817059605,0.864287164836247,0.068,0.04,1
"Ythdf3",0.0431997559213905,-0.467760615607582,0.133,0.179,1
"Resf1",0.0435025073027481,-0.388775792582878,0.083,0.123,1
"Ogdhl",0.0439716457367187,0.913797419212572,0.11,0.074,1
"Gm47162",0.0441060476471133,-0.348624937324521,0.05,0.082,1
"Rnf215",0.0442944069202542,-0.453925111669541,0.092,0.131,1
"Arhgef19",0.0443350428811152,-0.468082385230041,0.083,0.123,1
"Naaladl2",0.0443594200615261,-0.250925709591022,0.222,0.28,1
"Mcm3",0.0446158700002656,-0.877440996134426,0.036,0.062,1
"Nap1l3",0.0447985137644089,0.498504723547727,0.103,0.068,1
"Usp36",0.0451677408018223,-0.362826972817669,0.079,0.117,1
"Fam32a",0.0453040781929318,0.368282974452187,0.303,0.252,1
"Apbb1ip",0.0453839308900136,0.675429608684241,0.101,0.066,1
"Mrps15",0.0454409683251443,0.449717497974596,0.297,0.254,1
"Tbrg1",0.0454615130366454,-0.307516281419295,0.22,0.276,1
"Mturn",0.0456143023704653,0.771599476503766,0.099,0.066,1
"Fam126a",0.0458943920137574,0.546123286157982,0.198,0.153,1
"Dand5",0.0459296617354978,-0.858995999782239,0.038,0.064,1
"Atg4c",0.0463821793322331,0.261729462489878,0.485,0.443,1
"Gm15417",0.0466713880420977,-0.353962773210296,0.132,0.177,1
"Spen",0.0467159320330986,-0.313444619801649,0.182,0.235,1
"Elovl4",0.0469131185882392,0.570359159502781,0.112,0.076,1
"Far1",0.0469697781863649,0.29226852892273,0.321,0.272,1
"Tmprss5",0.0472596770552428,0.981314103364256,0.065,0.038,1
"Pfkp",0.0472717788331828,0.58072007118335,0.068,0.04,1
"Hypk",0.0474821114925587,-0.515527328659227,0.074,0.111,1
"Tfe3",0.0475597529337327,-0.586485491565406,0.059,0.093,1
"Utp6",0.0477129518731224,-0.314680953358293,0.101,0.143,1
"Zfp61",0.0480108274299775,-0.696665630551534,0.034,0.06,1
"Zfyve9",0.0480545212429634,0.306469184861025,0.297,0.252,1
"Mak16",0.0480596549312184,-0.38858379884359,0.189,0.239,1
"Haus6",0.0481285857066481,0.691191407336289,0.097,0.064,1
"Zfp948",0.0483367633067535,-0.67939689901117,0.036,0.062,1
"Cntrl",0.0484765263294608,-0.395025778193218,0.126,0.169,1
"Bicc1",0.0485444801427237,-0.460392383583377,0.117,0.159,1
"Ccdc12",0.0485467035212816,0.280002468876789,0.409,0.364,1
"1700123O20Rik",0.0485808871111954,-0.311419683498369,0.173,0.221,1
"Sod1",0.0490018577670324,0.410125033808866,0.191,0.149,1
"Cd2ap",0.0490758459473141,-0.381147870349973,0.157,0.203,1
"Zfp866",0.0490872298008946,0.75212308822305,0.072,0.044,1
"Mapk14",0.0493940491440402,-0.324193142465203,0.086,0.125,1
"Wdr34",0.0498027718581873,-0.523610722889484,0.061,0.095,1
"Pced1a",0.049845470413166,-0.652777432725976,0.036,0.062,1
"Slc35d1",0.0499280733351465,-0.80375918859851,0.027,0.05,1
"Dele1",0.0504876094683985,-0.261014757905439,0.245,0.306,1
"Stxbp5",0.0509370274577179,0.474699799237624,0.119,0.082,1
"Ap2b1",0.0510980421967738,-0.4641402933373,0.189,0.235,1
"Zfp384",0.0512557240569631,0.787095200518597,0.094,0.062,1
"Zfp729a",0.0513468859561824,-0.715147088005792,0.068,0.101,1
"2810013P06Rik",0.051491441039515,-0.550399181993201,0.077,0.113,1
"Afdn",0.0515598200781963,0.37815883406861,0.375,0.326,1
"Rnf138",0.0519689291944126,-0.290522875885252,0.142,0.193,1
"Ncstn",0.0522263206041348,-0.281662942449034,0.256,0.314,1
"Fbxo28",0.0522471779014213,-0.321398084067066,0.209,0.256,1
"Larp4b",0.0523586702371936,-0.250721608255798,0.243,0.302,1
"Wdyhv1",0.0523904113000772,0.635433452261707,0.09,0.058,1
"Errfi1",0.0524462389675465,0.388796724350142,0.434,0.394,1
"Osbpl2",0.0524503920500114,-0.323127772943553,0.126,0.171,1
"Hcfc1",0.0527541724803454,-0.594265382693961,0.068,0.101,1
"Ctso",0.0530017263250435,-0.382656513315018,0.15,0.197,1
"Thoc2",0.0530583730660298,-0.336534260288005,0.243,0.29,1
"Gm2000",0.0530599970911579,0.916382841679265,0.065,0.038,1
"Gaa",0.0532066746508534,-0.325140126862794,0.195,0.245,1
"Tcf7l2",0.0534362370735346,-0.578586955944636,0.068,0.103,1
"Scrg1",0.0534692738570684,-0.301079581207235,0.092,0.131,1
"Mad2l1bp",0.0541285945083325,0.69886431829926,0.086,0.056,1
"Ier2",0.0541728099543745,-0.457267454472012,0.119,0.161,1
"Fam120c",0.0544023432305571,-0.482761512183016,0.159,0.203,1
"Cox20",0.0546094703339489,-0.34971900007368,0.202,0.254,1
"Uba5",0.0547056145882549,-0.28931767120527,0.229,0.28,1
"Klhdc1",0.0547319262165697,-0.805111785234263,0.031,0.054,1
"Pter",0.0548798653036675,-0.313242682586557,0.07,0.105,1
"Tmem18",0.0551702276665208,-0.510112720493598,0.07,0.105,1
"Ndor1",0.05542020050683,0.987102025897529,0.076,0.048,1
"Tmem181a",0.0556254013981635,-0.357323981221443,0.211,0.26,1
"Nfkb1",0.055666693407269,-0.681821081748024,0.043,0.07,1
"Gm19705",0.0556815332533581,-0.35534263316989,0.065,0.099,1
"Lypd6",0.0557566688056041,-0.828787122264655,0.045,0.072,1
"C2cd3",0.0560628946277308,-0.429729957848493,0.083,0.119,1
