"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Rgs20",0,2.77777261823073,0.802,0.032,0
"Prex2",0,3.21309346860624,0.901,0.031,0
"Eya1",0,1.89323296402809,0.426,0.01,0
"Paqr8",0,2.55572647822008,0.741,0.042,0
"Adgrb3",0,1.42612643242849,0.961,0.348,0
"Arhgef4",0,1.89035260350296,0.49,0.028,0
"Npas2",0,1.38135319899602,0.39,0.048,0
"Pantr1",0,1.59072409182118,0.412,0.037,0
"Gulp1",0,1.62007719417889,0.326,0.006,0
"Ankrd44",0,-2.52026437335685,0.096,0.655,0
"Plcl1",0,-0.984232691619854,0.602,0.782,0
"Aox1",0,1.99111078779903,0.418,0.007,0
"Gm973",0,1.66772784570745,0.334,0.005,0
"Adam23",0,1.63222296456146,0.521,0.066,0
"Map2",0,1.59603172361267,0.726,0.146,0
"Plcd4",0,1.67864873026964,0.337,0.005,0
"Acsl3",0,2.44733278231041,0.713,0.043,0
"Utp14b",0,1.60886343989257,0.361,0.014,0
"Dock10",0,-2.03419028524751,0.212,0.762,0
"Inpp5d",0,-2.9863233640894,0.057,0.738,0
"Cdh20",0,1.65403061695551,0.727,0.155,0
"Bcl2",0,1.23687527952117,0.451,0.082,0
"Cdh19",0,2.04594418927988,0.708,0.095,0
"Gli2",0,1.7039736070371,0.375,0.011,0
"Celrr",0,1.73754392261708,0.352,0.004,0
"Nckap5",0,2.27184959986771,0.719,0.066,0
"Srgap2",0,-1.86145923160397,0.426,0.874,0
"Ptprc",0,-2.42788041564074,0.029,0.464,0
"Cfh",0,-2.7054299782303,0.041,0.582,0
"Brinp3",0,1.37905425534823,0.622,0.134,0
"Ivns1abp",0,-2.35437590049184,0.181,0.768,0
"Glul",0,1.29196924529709,0.763,0.235,0
"Astn1",0,1.44476598319023,0.507,0.074,0
"Prdx6",0,1.94202544730607,0.481,0.023,0
"Prrx1",0,1.61458321926361,0.318,0.005,0
"Pbx1",0,1.51055669272003,0.89,0.281,0
"Cd84",0,-2.25786775581475,0.028,0.395,0
"Atp1a2",0,2.87620586794416,0.892,0.045,0
"Fmn2",0,2.21711476183014,0.786,0.085,0
"Rgs7",0,1.91335596496036,0.838,0.146,0
"Enah",0,2.01814499161253,0.671,0.075,0
"Plekhg1",0,1.83495805688812,0.626,0.094,0
"Syne1",0,1.90926679383418,0.863,0.176,0
"Sash1",0,1.9182122222458,0.558,0.054,0
"Nhsl1",0,2.47564687747318,0.614,0.012,0
"Pde7b",0,1.59281722981807,0.562,0.081,0
"Epb41l2",0,-1.61359150257508,0.418,0.769,0
"Lama2",0,2.51789975856064,0.772,0.058,0
"9330159F19Rik",0,1.54437942904276,0.545,0.095,0
"Gm35552",0,1.51951169550976,0.272,0.004,0
"Fam184a",0,1.82329754072677,0.429,0.029,0
"Gja1",0,2.02366757972778,0.462,0.012,0
"Fam13c",0,1.35420384448407,0.525,0.108,0
"Arhgap45",0,-2.29269689127883,0.029,0.423,0
"Appl2",0,1.532724532996,0.76,0.185,0
"Rfx4",0,2.02946826151126,0.466,0.011,0
"Rmst",0,2.71706749270625,0.74,0.027,0
"Fgd6",0,1.68867236058758,0.398,0.016,0
"Tmcc3",0,-1.52357639467104,0.43,0.777,0
"Tmtc2",0,1.30387926893504,0.557,0.136,0
"Nav3",0,-1.29119326614684,0.497,0.814,0
"Znrf3",0,1.4091479411556,0.532,0.101,0
"Ikzf1",0,-2.91481524023254,0.051,0.69,0
"Egfr",0,2.03985241658513,0.502,0.018,0
"Ccdc85a",0,1.84683418228418,0.512,0.044,0
"Ccdc88a",0,1.00052493306534,0.768,0.296,0
"Sptbn1",0,1.1994516323088,0.584,0.153,0
"Cpeb4",0,1.1853677862239,0.633,0.189,0
"Dock2",0,-2.92862419754721,0.056,0.707,0
"Wwc1",0,1.82726509659652,0.435,0.018,0
"Acsl6",0,1.99306493222289,0.509,0.023,0
"Atp1b2",0,1.55658144971759,0.32,0.008,0
"Nxn",0,1.54399108071761,0.317,0.011,0
"Ssh2",0,-1.8441743757621,0.312,0.767,0
"Aldoc",0,2.115886588647,0.504,0.016,0
"Adap2",0,-2.1061665346367,0.021,0.356,0
"Msi2",0,1.77086787669604,0.908,0.244,0
"Tanc2",0,-1.72934901770897,0.522,0.922,0
"Fam20a",0,2.43154003925606,0.602,0.01,0
"Abca9",0,-2.55953784379374,0.033,0.511,0
"Grin2c",0,2.5038022127487,0.602,0.007,0
"Efr3b",0,1.55629583250005,0.404,0.035,0
"Fam228b",0,1.40447196233007,0.352,0.038,0
"Ntsr2",0,2.74572439259824,0.74,0.015,0
"Mboat2",0,1.45206319067562,0.429,0.063,0
"Dgkb",0,2.33369226848465,0.881,0.115,0
"Dock4",0,-0.720373076489104,0.83,0.905,0
"Nrcam",0,1.93627337996648,0.819,0.133,0
"Prkd1",0,2.64670253114743,0.741,0.03,0
"Akap6",0,1.28568493168831,0.704,0.193,0
"Npas3",0,2.13825685554542,0.953,0.224,0
"Mdga2",0,1.33407706717531,0.96,0.39,0
"Trim9",0,1.99470586704766,0.77,0.103,0
"Rgs6",0,1.61288088012844,0.719,0.139,0
"Dpf3",0,1.74035668127206,0.376,0.01,0
"Numb",0,-1.70080096053602,0.292,0.662,0
"Dio2",0,1.7386192662474,0.328,0.002,0
"Gm26512",0,1.84791979838185,0.398,0.009,0
"Lgmn",0,-1.94658195208888,0.109,0.481,0
"Clmn",0,1.67719217774006,0.585,0.1,0
"Gm40578",0,1.44839479350066,0.289,0.009,0
"Rapgef5",0,-2.39402574013161,0.13,0.696,0
"Gli3",0,2.84443574961474,0.725,0.008,0
"Elmo1",0,-2.71511507834665,0.192,0.913,0
"Gpld1",0,1.76249498349011,0.375,0.008,0
"Ly86",0,-2.68123563365882,0.044,0.577,0
"Gm10790",0,-2.65945408611361,0.033,0.542,0
"Id4",0,1.92891063493054,0.401,0.004,0
"Wnk2",0,1.70693536662628,0.506,0.045,0
"Ntrk2",0,1.64563788267902,0.791,0.163,0
"Ptch1",0,1.53537339790515,0.459,0.058,0
"Adcy2",0,1.86319581644771,0.711,0.098,0
"Mctp1",0,-1.98419170043136,0.118,0.513,0
"Mef2c",0,-1.73744753271587,0.387,0.851,0
"C130071C03Rik",0,1.78884248156048,0.641,0.09,0
"Pde8b",0,1.60323483418324,0.682,0.126,0
"Hexb",0,-2.71115593278445,0.145,0.816,0
"Nim1k",0,1.74185958101269,0.403,0.016,0
"Fam107a",0,2.07527385383689,0.457,0.006,0
"Ptprg",0,1.32055997492208,0.51,0.09,0
"Thrb",0,1.54365385782144,0.657,0.118,0
"Camk2g",0,1.50261755732514,0.608,0.115,0
"Vcl",0,2.05957870264132,0.565,0.037,0
"Adk",0,1.99750956004064,0.76,0.114,0
"Lrmda",0,-1.89691104793694,0.298,0.759,0
"Itih3",0,1.61125138191336,0.308,0.006,0
"Arhgap22",0,-2.1357271482418,0.032,0.377,0
"Glud1",0,1.29474193132167,0.542,0.115,0
"Grid1",0,1.3006933454646,0.47,0.082,0
"Fermt2",0,1.92303215496424,0.58,0.061,0
"Ddhd1",0,1.96256072091934,0.813,0.14,0
"Ndrg2",0,2.76215110062833,0.765,0.022,0
"Gjb6",0,2.20355776198938,0.498,0.005,0
"Atp8a2",0,-2.16142649212649,0.098,0.537,0
"Tnfrsf19",0,1.60331114973945,0.366,0.018,0
"Dleu2",0,-1.42470123325285,0.418,0.723,0
"Clu",0,1.63234920387659,0.389,0.028,0
"Lrch1",0,-1.78520858921549,0.174,0.539,0
"Pcdh17",0,1.35544415537736,0.426,0.072,0
"Dach1",0,1.72876877869093,0.346,0.01,0
"Gm6145",0,2.69797965337239,0.69,0.008,0
"Gpc5",0,2.7952985651698,0.991,0.156,0
"Gpc6",0,2.05454592037267,0.842,0.131,0
"Farp1",0,2.27136658124012,0.824,0.09,0
"B930095G15Rik",0,1.48418059258892,0.322,0.013,0
"Gm5089",0,2.05425333040273,0.442,0.006,0
"Ghr",0,2.0694490640965,0.556,0.031,0
"Fyb",0,-2.75722170255088,0.051,0.627,0
"Slc1a3",0,1.51751630282788,0.92,0.303,0
"Ranbp3l",0,1.63088923179321,0.356,0.015,0
"Cdh10",0,1.53017874681778,0.777,0.196,0
"Myo10",0,1.65422658311645,0.36,0.012,0
"Otulinl",0,-2.47897199700953,0.04,0.509,0
"Ctnnd2",0,1.63095682077997,0.972,0.34,0
"Zfpm2",0,1.84617131069408,0.683,0.094,0
"Sybu",0,1.51199957688004,0.475,0.063,0
"Csmd3",0,-1.8659094870975,0.359,0.819,0
"Trps1",0,2.18082279199707,0.897,0.156,0
"Kcnq3",0,1.06198091856991,0.711,0.263,0
"Cntn1",0,1.5082178413215,0.644,0.125,0
"Dbx2",0,1.98405281495571,0.417,0.003,0
"Rapgef3",0,1.5678443475896,0.338,0.016,0
"Nckap1l",0,-2.24300342545529,0.022,0.394,0
"Snx29",0,-1.86063702086789,0.233,0.637,0
"Prodh",0,1.8621156500894,0.413,0.01,0
"P3h2",0,-2.32867167024567,0.049,0.471,0
"Atp13a4",0,2.11572871979167,0.503,0.012,0
"Slc15a2",0,1.31407211408654,0.429,0.072,0
"Igsf11",0,1.51228415553791,0.563,0.107,0
"Lsamp",0,1.44456884380587,0.999,0.508,0
"Alcam",0,1.51559245596442,0.62,0.123,0
"St3gal6",0,-2.36945411910249,0.05,0.493,0
"Cadm2",0,1.09484271079362,0.989,0.511,0
"Runx1",0,-2.57433857526283,0.035,0.511,0
"Lix1",0,1.75560275422819,0.394,0.015,0
"Fgd2",0,-2.22708735087331,0.035,0.42,0
"Cbs",0,1.47615251771744,0.284,0.004,0
"Cyp4f15",0,1.59391336047424,0.302,0.001,0
"Ptchd4",0,1.68447653903824,0.43,0.036,0
"Pla2g7",0,1.80717195499519,0.446,0.024,0
"Vegfa",0,2.18995267049836,0.545,0.022,0
"Daam2",0,1.85506224845705,0.639,0.092,0
"Plcl2",0,-1.79566575227834,0.181,0.558,0
"Pdzph1",0,1.68054728731114,0.325,0.004,0
"Rasgrp3",0,-2.23500990456015,0.043,0.432,0
"Slc8a1",0,-2.29222233491405,0.31,0.937,0
"Nrxn1",0,1.47069702607337,0.997,0.444,0
"Zfp521",0,1.88927115365481,0.452,0.019,0
"Gm2629",0,-2.52474747080903,0.038,0.519,0
"Aqp4",0,1.50781449566798,0.282,0.005,0
"Cdh2",0,2.07779706026202,0.679,0.07,0
"Garem1",0,2.19329302131208,0.603,0.039,0
"Nol4",0,1.4778911049761,0.604,0.101,0
"Dtna",0,2.28324851917592,0.913,0.162,0
"Bin1",0,-1.72250121429405,0.158,0.511,0
"Psd2",0,1.78722540244658,0.383,0.009,0
"Arhgap26",0,1.37403199138636,0.546,0.096,0
"Ppp2r2b",0,1.82731500426311,0.811,0.149,0
"Mcc",0,1.85889074335822,0.507,0.036,0
"Kcnn2",0,2.23061997692961,0.67,0.046,0
"Gramd3",0,1.6526888397969,0.405,0.027,0
"Megf10",0,1.52429746387422,0.43,0.058,0
"Csf1r",0,-2.66211196161906,0.049,0.607,0
"Ldlrad4",0,-1.96429327787246,0.316,0.814,0
"Dcc",0,1.16399005879861,0.665,0.233,0
"Mapk4",0,2.05850278916399,0.593,0.043,0
"Asrgl1",0,1.79703379965742,0.437,0.025,0
"Fads2",0,1.47023697183603,0.299,0.008,0
"Rorb",0,2.82913176604751,0.861,0.054,0
"Aldh1a1",0,1.60633934085024,0.306,0.012,0
"Trpm3",0,2.58011523999922,0.906,0.113,0
"Dock8",0,-2.72268202427447,0.057,0.624,0
"Kank1",0,1.68453774833891,0.41,0.027,0
"Glis3",0,1.5947106102792,0.665,0.121,0
"Gldc",0,1.77034104011992,0.358,0.003,0
"Lgi1",0,1.57930858951167,0.454,0.051,0
"Sorbs1",0,1.43295827077423,0.5,0.079,0
"Entpd1",0,-2.23179777976476,0.132,0.597,0
"Gpam",0,1.93155111969676,0.494,0.027,0
"Emx2os",0,1.70134965271734,0.338,0.004,0
"8030442B05Rik",0,-2.18517458253406,0.025,0.373,0
"Slc39a12",0,1.86072359054414,0.544,0.046,0
"Plxdc2",0,-2.13801874624882,0.365,0.906,0
"Nebl",0,2.21429607983706,0.716,0.064,0
"Pip4k2a",0,-1.588418694841,0.332,0.678,0
"Apbb1ip",0,-2.80579668848492,0.051,0.639,0
"Zeb2",0,-1.09414424071239,0.612,0.82,0
"Lypd6",0,1.42255234406486,0.37,0.039,0
"Gpd2",0,1.35872930259777,0.351,0.036,0
"B3galt1",0,1.82717402668939,0.925,0.245,0
"Ccdc141",0,2.14535355172077,0.488,0.007,0
"Nckap1",0,1.45863578063065,0.519,0.088,0
"Fam171b",0,1.54851701496284,0.529,0.081,0
"Lrrc4c",0,0.98086959286965,0.907,0.414,0
"Slc1a2",0,2.62046618162682,0.993,0.174,0
"Pax6",0,1.48562247131656,0.268,0.002,0
"Lgr4",0,1.42532286019803,0.325,0.023,0
"Meis2",0,2.17572970200181,0.667,0.055,0
"Ivd",0,1.36161489586777,0.403,0.058,0
"Sema6d",0,1.63395816051074,0.683,0.139,0
"4930402H24Rik",0,1.47868509851143,0.682,0.157,0
"Plcb1",0,1.60765523505283,0.928,0.267,0
"Plcb4",0,1.56175981031483,0.48,0.06,0
"Macrod2",0,1.04740597604567,0.753,0.277,0
"Pygb",0,1.4126268149329,0.376,0.038,0
"Zhx3",0,1.4199268336342,0.455,0.07,0
"Ptprt",0,2.26030470691597,0.862,0.117,0
"Serinc3",0,-1.97868174884283,0.129,0.525,0
"Phactr3",0,1.45720687722365,0.531,0.099,0
"Pag1",0,-1.64142590330594,0.377,0.74,0
"Mir124-2hg",0,1.40739783432913,0.317,0.019,0
"Nlgn1",0,1.02764669297577,0.958,0.449,0
"Tnik",0,2.03060423651659,0.889,0.17,0
"Mfn1",0,1.4310619682103,0.472,0.075,0
"Pcdh10",0,1.57105937816422,0.425,0.043,0
"Slc7a11",0,2.18316963249697,0.546,0.028,0
"Maml3",0,-2.38983964192379,0.147,0.704,0
"Dclk1",0,1.97448166808675,0.937,0.199,0
"P2ry12",0,-2.79189235823645,0.067,0.672,0
"Mbnl1",0,-1.41932588894934,0.495,0.803,0
"Arhgef26",0,2.31586408598936,0.54,0.005,0
"Gria2",0,1.57322953648892,0.939,0.291,0
"Fcrls",0,-2.12769495591759,0.029,0.374,0
"Bcan",0,2.78513607521147,0.818,0.033,0
"Gm3764",0,2.87220656739037,0.914,0.062,0
"Ctss",0,-2.13036214049571,0.029,0.376,0
"Ahcyl1",0,1.6714594118788,0.626,0.104,0
"Vav3",0,1.76862552279309,0.453,0.028,0
"S1pr1",0,1.56738826089818,0.403,0.033,0
"F3",0,2.20491427731973,0.514,0.01,0
"Bcar3",0,1.42488210117566,0.308,0.016,0
"Usp53",0,1.64649698412217,0.38,0.022,0
"Etnppl",0,2.24051162669715,0.469,0.005,0
"Bank1",0,-2.10159889443519,0.033,0.354,0
"Rap1gds1",0,-1.58470299855641,0.315,0.664,0
"Bmpr1b",0,2.7475058491126,0.716,0.012,0
"Ddah1",0,1.62499921048977,0.376,0.018,0
"St6galnac5",0,2.00183114662601,0.545,0.043,0
"Negr1",0,1.40993118352549,0.917,0.307,0
"Lyn",0,-2.69240627580731,0.09,0.683,0
"Tox",0,2.0255574028741,0.632,0.058,0
"Fut9",0,1.70213981757912,0.696,0.118,0
"Tgfbr1",0,-2.80629877978838,0.153,0.858,0
"Astn2",0,1.52792408461785,0.598,0.1,0
"Nfib",0,1.94844758906003,0.791,0.13,0
"Gm11266",0,1.84346296171568,0.392,0.005,0
"Cyp2j9",0,1.52517814841816,0.309,0.008,0
"Sgip1",0,1.52811198593056,0.764,0.174,0
"Dab1",0,1.37609462880009,0.768,0.194,0
"Plpp3",0,2.67763187070561,0.843,0.056,0
"Prdm16",0,2.0149465320192,0.458,0.01,0
"Grm3",0,1.85406525685094,0.914,0.232,0
"Fgfr3",0,2.47581659418791,0.603,0.008,0
"Sorcs2",0,1.42880736782483,0.308,0.013,0
"Ppargc1a",0,1.89284405994191,0.452,0.017,0
"Pcdh7",0,1.62604659291622,0.905,0.248,0
"0610040J01Rik",0,-1.86687308638284,0.149,0.492,0
"Limch1",0,1.42128348304471,0.654,0.155,0
"Gabra2",0,1.70501782342865,0.529,0.061,0
"Gabrb1",0,2.3504988554363,0.968,0.17,0
"Adgrl3",0,1.54783579910484,0.899,0.259,0
"Slc4a4",0,2.94602476043287,0.859,0.037,0
"Anxa3",0,-2.08954890462631,0.025,0.346,0
"Mapk10",0,1.33409931626712,0.711,0.171,0
"Sparcl1",0,2.57163922867039,0.854,0.067,0
"Grk3",0,1.54586097424193,0.564,0.091,0
"Selplg",0,-2.32694085777852,0.029,0.425,0
"Phkg1",0,1.6981853758925,0.375,0.013,0
"Auts2",0,1.28225618076582,0.891,0.321,0
"Mmd2",0,1.74250194209379,0.389,0.01,0
"Wasf3",0,1.93072806114415,0.5,0.03,0
"Stard13",0,1.28987185234988,0.494,0.11,0
"Ptprz1",0,2.99484389210762,0.924,0.051,0
"Ptn",0,1.48668451806955,0.665,0.155,0
"Tbxas1",0,-2.13950285079751,0.049,0.422,0
"Skap2",0,-1.74020424481531,0.161,0.504,0
"Chn2",0,-2.39213927294984,0.093,0.594,0
"Grid2",0,1.52474907664076,0.91,0.289,0
"Hpgds",0,-2.61811365539768,0.033,0.531,0
"Sfxn5",0,2.10499715907017,0.616,0.04,0
"Nat8f3",0,1.83593042419226,0.378,0.003,0
"Aldh1l1",0,1.52375619327379,0.307,0.01,0
"Frmd4b",0,-1.74979031889003,0.228,0.613,0
"Srgap3",0,1.59241260690252,0.575,0.094,0
"Slc6a11",0,1.78003517341012,0.375,0.006,0
"Slc6a1",0,1.9178879817892,0.605,0.066,0
"Erc1",0,1.29140635877775,0.428,0.068,0
"Eps8",0,1.86579620373306,0.497,0.031,0
"Slco1c1",0,2.67925954855154,0.674,0.007,0
"Sox5",0,1.94308660299252,0.707,0.084,0
"Ttyh1",0,2.20582093908997,0.694,0.055,0
"Apoe",0,1.47886622814569,0.506,0.079,0
"Slc7a10",0,1.75403172464226,0.355,0.004,0
"Cd33",0,-2.0769375628259,0.02,0.34,0
"Nav2",0,-2.54032710581903,0.115,0.682,0
"Luzp2",0,2.73028400229446,0.919,0.112,0
"Siglech",0,-2.74139097481672,0.043,0.593,0
"Apba2",0,1.37351945925282,0.45,0.063,0
"Mef2a",0,-2.0304695197914,0.343,0.835,0
"Mir9-3hg",0,1.37664145845594,0.359,0.035,0
"Arnt2",0,1.26985733411381,0.468,0.095,0
"E230029C05Rik",0,-2.44940121404192,0.065,0.522,0
"Picalm",0,-1.66288690208159,0.282,0.633,0
"Rab30",0,1.57683849111617,0.381,0.027,0
"Gab2",0,-1.76396333300512,0.264,0.654,0
"Slco2b1",0,-2.55301447127032,0.036,0.519,0
"Mical2",0,1.294969858059,0.535,0.095,0
"Tead1",0,1.56896501177573,0.346,0.011,0
"4933406I18Rik",0,-2.33846786798898,0.082,0.562,0
"Pde3b",0,-2.74963395526638,0.082,0.713,0
"Sox6",0,2.42634741613754,0.725,0.043,0
"Xylt1",0,1.23482510005271,0.457,0.079,0
"Htra1",0,2.22140365532827,0.639,0.044,0
"Fgfr1",0,1.75297273041919,0.374,0.01,0
"Slc7a2",0,1.46282201080279,0.281,0.005,0
"Stox2",0,1.99018639050756,0.78,0.129,0
"Tenm3",0,1.95107912481472,0.551,0.049,0
"Gpm6a",0,1.95118067703226,0.783,0.119,0
"Palld",0,1.54145943336215,0.308,0.011,0
"Cpe",0,2.41687938046834,0.867,0.092,0
"Msmo1",0,1.53611267398939,0.37,0.034,0
"March1",0,-1.56428907322508,0.231,0.597,0
"Psd3",0,1.35558321429411,0.67,0.17,0
"Csgalnact1",0,1.996868855271,0.572,0.039,0
"Slc27a1",0,1.64489586689932,0.374,0.017,0
"Nwd1",0,2.35787306303081,0.615,0.015,0
"Inpp4b",0,-2.39140637095824,0.129,0.666,0
"Lpcat2",0,-2.4966054884079,0.042,0.52,0
"4930488L21Rik",0,2.28634147925599,0.567,0.022,0
"Gnao1",0,1.96546214747308,0.896,0.188,0
"Mt2",0,1.70440231197115,0.341,0.011,0
"Mt1",0,1.72855466679777,0.47,0.048,0
"Zfhx3",0,-2.29106584220659,0.199,0.765,0
"Maf",0,-2.28390194879236,0.042,0.449,0
"Arhgap42",0,1.47723382940437,0.344,0.019,0
"Ntm",0,1.61014661208916,0.996,0.39,0
"Fli1",0,-2.73178779557295,0.039,0.585,0
"Kirrel3",0,1.38793019430762,0.83,0.237,0
"St3gal4",0,1.71223899350184,0.685,0.116,0
"Hepacam",0,1.6580202994993,0.532,0.075,0
"Mir100hg",0,1.78519273782814,0.851,0.198,0
"Ncam1",0,1.43888613392958,0.828,0.236,0
"Il18",0,1.23330996690964,0.632,0.17,0
"Acsbg1",0,2.37375885533164,0.573,0.008,0
"Neo1",0,1.26143276339938,0.481,0.107,0
"Rora",0,1.96653845437816,0.961,0.232,0
"Nedd4",0,1.37061154742529,0.483,0.086,0
"Unc13c",0,2.39324305799724,0.61,0.025,0
"Scg3",0,1.81806917475737,0.472,0.032,0
"Myo6",0,1.67731741266383,0.743,0.162,0
"Hmgn3",0,1.68871071887386,0.391,0.026,0
"Slc9a9",0,-1.19798091791775,0.533,0.772,0
"Ephb1",0,1.56925440064432,0.537,0.087,0
"Slc38a3",0,1.89182386346763,0.392,0.007,0
"Plxnb1",0,1.58111900097693,0.336,0.019,0
"Cspg5",0,2.07342169801883,0.606,0.04,0
"Tspan7",0,1.88352858289419,0.883,0.206,0
"Gpr34",0,-2.19490198429979,0.027,0.382,0
"Tmem47",0,1.49984577338443,0.287,0.005,0
"Dmd",0,1.3582034869481,0.888,0.284,0
"Gk",0,1.75748426961005,0.488,0.043,0
"Ophn1",0,-1.51552666268007,0.38,0.703,0
"Eda",0,1.59434022106464,0.327,0.015,0
"Hdac8",0,1.0714748613805,0.761,0.287,0
"Phka1",0,1.92499357332377,0.696,0.097,0
"Gpm6b",0,1.6517793620095,0.881,0.231,0
"Tmsb4x",0,-2.06823037686267,0.114,0.525,0
"Blnk",4.85699881922098e-308,-1.9991036828531,0.021,0.331,1.56808206878549e-303
"Cpq",1.42792301252159e-307,1.25926355999562,0.411,0.065,4.61004944592596e-303
"Igdcc4",3.70215238314608e-307,1.41787910264179,0.287,0.009,1.19523989689871e-302
"Hacd2",4.98472393886219e-306,1.26569409043658,0.431,0.077,1.60931812366166e-301
"Gm16751",5.13552334186951e-304,1.3893993909976,0.342,0.035,1.65800371092257e-299
"Il6ra",1.11824045009169e-303,-1.99113112209226,0.021,0.328,3.61023929312102e-299
"Carmil1",7.05582560864575e-303,1.25758947102577,0.407,0.064,2.27797329775128e-298
"Raver2",2.48581000708713e-302,1.41174003096272,0.278,0.007,8.02543760788081e-298
"Rgma",3.5304953780237e-302,1.42765023427147,0.31,0.021,1.13982043279495e-297
"Slc20a1",7.7627554766927e-302,1.34178499866662,0.36,0.042,2.50620560565024e-297
"A330023F24Rik",1.15663718449322e-300,1.07567580647345,0.616,0.195,3.73420315013635e-296
"Mtss2",1.37339173107624e-299,1.43381048308675,0.279,0.009,4.43399520377963e-295
"Hk2",2.44186895120261e-299,-1.97197536046213,0.044,0.362,7.88357390895763e-295
"Gabrg1",3.34375891072469e-299,1.43044917096544,0.264,0.003,1.07953256432747e-294
"Fkbp5",5.75808112767295e-299,-1.85354852205276,0.111,0.445,1.85899649206921e-294
"Chrdl1",4.04290025062643e-298,1.47264860874422,0.261,0.003,1.30525034591474e-293
"9430041J12Rik",5.95238289840489e-296,1.41313270249011,0.277,0.009,1.92172681875002e-291
"Mgat4a",1.14361065863224e-295,-1.93418259846373,0.049,0.364,3.69214701139417e-291
"Add3",2.23952515573774e-295,1.14003082950292,0.528,0.141,7.2303069652993e-291
"Shc3",6.37211184762262e-295,1.32265527042585,0.314,0.024,2.05723631000496e-290
"Gphn",1.41302929072849e-294,0.866715508088954,0.855,0.418,4.56196506511692e-290
"Magi3",4.57665456974316e-293,1.15498464436181,0.479,0.105,1.47757292784158e-288
"Cacnb2",8.01747632143593e-293,-1.71507780895977,0.163,0.494,2.58844223037559e-288
"Gm26843",2.11647716545354e-292,1.39716085892481,0.263,0.005,6.83304652866677e-288
"Magi2",3.58463216972761e-290,0.842308539646149,0.957,0.472,1.15729849599656e-285
"Utrn",5.26477893737083e-290,1.09154972305944,0.532,0.136,1.69973387993017e-285
"Cadm1",1.62477053547335e-289,0.747213666044054,0.926,0.551,5.24557167377572e-285
"Adhfe1",2.67116410469819e-289,1.33742637016381,0.316,0.027,8.62385331201812e-285
"Cyth4",2.80722309038875e-289,-1.9629499611297,0.016,0.307,9.06311974732008e-285
"Kif1b",6.0321419543335e-288,0.944891871481534,0.74,0.291,1.94747702995657e-283
"Kcnd2",1.89602044088915e-287,0.986143775801285,0.74,0.287,6.12130199341061e-283
"Scoc",2.80155493253657e-287,-1.9255338228297,0.072,0.388,9.04482009969431e-283
"Unc93b1",3.07589885576992e-287,-1.94152532860992,0.035,0.337,9.93053945585319e-283
"Grip1",3.37606219195194e-287,1.17212694537338,0.472,0.104,1.08996167867168e-282
"Cep85l",7.83910000094665e-287,1.07809158559596,0.553,0.158,2.53085343530563e-282
"Tlr7",1.63236405570507e-286,-1.99776049434852,0.018,0.308,5.2700873538438e-282
"Dzip1l",6.26619222876302e-286,1.38044095493151,0.267,0.008,2.02304016105614e-281
"Per3",1.19936240959935e-285,0.99305010123971,0.63,0.205,3.87214153939149e-281
"Mgll",1.62408432509022e-285,1.07779802464429,0.572,0.168,5.24335624355378e-281
"Frmpd1",2.14831143308602e-285,1.33858685010903,0.258,0.004,6.93582346171822e-281
"Mylip",2.24657849388054e-285,-1.92583565594068,0.037,0.34,7.25307866749331e-281
"Tbc1d5",2.44481470871042e-285,-1.11432395975115,0.464,0.678,7.8930842870716e-281
"Lcp2",1.06299933978695e-283,-1.96379642145821,0.018,0.305,3.43189336850218e-279
"Ptprj",6.07262496319029e-283,-1.37310319981692,0.325,0.61,1.96054696936599e-278
"Dlgap1",1.6461168464063e-282,0.885460805750979,0.787,0.303,5.31448823862273e-278
"Gm5086",3.67526990252025e-282,-1.95516792476684,0.018,0.305,1.18656088802866e-277
"Lhfp",8.17042170337797e-282,1.31937299539847,0.32,0.031,2.63782064693558e-277
"Phlpp1",2.1229996585547e-281,0.94907002925448,0.769,0.288,6.85410439764385e-277
"Cx3cr1",1.06039744110423e-280,-1.87247414239494,0.058,0.367,3.42349313860499e-276
"Wwtr1",1.79381743826931e-280,1.37094713062654,0.254,0.005,5.79133959945247e-276
"Gpr37l1",2.8094475981274e-280,1.36724673670047,0.271,0.011,9.0703015705543e-276
"Fgf1",3.77873137797596e-280,1.36687008854372,0.288,0.019,1.21996342537954e-275
"Phyhd1",5.46484817470119e-279,-1.7928460286365,0.108,0.425,1.76432623320228e-274
"Itsn1",1.19436089001836e-277,1.19738964731999,0.4,0.072,3.85599413342428e-273
"Timp3",1.92770115594057e-277,1.3349235713484,0.268,0.011,6.22358318195414e-273
"Ifitm10",2.77764744098029e-277,-1.90263041738499,0.022,0.309,8.96763476320488e-273
"Acot11",1.33971162294518e-276,1.33772248998425,0.253,0.005,4.3252589746785e-272
"Ncoa1",1.35367173645628e-276,0.995175196813751,0.622,0.213,4.37032920114911e-272
"Phyhipl",3.60671634625187e-276,1.30414944467233,0.369,0.059,1.16442837238742e-271
"Spag9",1.46580908959171e-275,0.918741559009701,0.74,0.307,4.73236464574684e-271
"Smap2",2.92443535406559e-274,-1.88283578595447,0.069,0.373,9.44153954060074e-270
"Adgrl1",4.00603975869714e-274,1.22627228332047,0.352,0.048,1.29334993609537e-269
"Sirpa",4.34102833648291e-274,-1.27685295191155,0.384,0.637,1.40150099843351e-269
