"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cyp4f15",0,7.51199397631028,0.302,0.001,0
"Dbx2",0,7.26784700377092,0.417,0.003,0
"Dio2",0,7.12460402114358,0.328,0.002,0
"Gli3",0,6.85270241035301,0.725,0.008,0
"Pax6",0,6.65832019948912,0.268,0.002,0
"Slco1c1",0,6.5696003688044,0.674,0.007,0
"Etnppl",0,6.55251751678226,0.469,0.005,0
"Gldc",0,6.49645024379813,0.358,0.003,0
"Gm6145",0,6.4622906475407,0.69,0.008,0
"Nat8f3",0,6.44717232539845,0.378,0.003,0
"Arhgef26",0,6.38729521310413,0.54,0.005,0
"Prex2",0,6.33804911659015,0.901,0.031,0
"Emx2os",0,6.31290524337364,0.338,0.004,0
"Grin2c",0,6.30495898969835,0.602,0.007,0
"Gjb6",0,6.2998211656396,0.498,0.005,0
"Celrr",0,6.21111481246633,0.352,0.004,0
"Id4",0,6.15316721626807,0.401,0.004,0
"Bmpr1b",0,6.14845249795661,0.716,0.012,0
"Gm5089",0,6.08138982822936,0.442,0.006,0
"Pdzph1",0,6.05456925363368,0.325,0.004,0
"Gm35552",0,6.05327161350443,0.272,0.004,0
"Acsbg1",0,6.04373210900957,0.573,0.008,0
"Slc7a10",0,5.99925417889657,0.355,0.004,0
"Aox1",0,5.93907197231046,0.418,0.007,0
"Nhsl1",0,5.93702673079133,0.614,0.012,0
"Fgfr3",0,5.92873181147751,0.603,0.008,0
"Ccdc141",0,5.86781054711872,0.488,0.007,0
"Gpc5",0,5.83260434500418,0.991,0.156,0
"Gm11266",0,5.79862000373141,0.392,0.005,0
"Fam107a",0,5.77189374573888,0.457,0.006,0
"Fam20a",0,5.73703899826413,0.602,0.01,0
"Ntsr2",0,5.68547350432553,0.74,0.015,0
"Plcd4",0,5.54130914319058,0.337,0.005,0
"Slc6a11",0,5.51495396259388,0.375,0.006,0
"Slc4a4",0,5.50767392847957,0.859,0.037,0
"Slc38a3",0,5.4852998982366,0.392,0.007,0
"Slc7a2",0,5.47237828472392,0.281,0.005,0
"Ptprz1",0,5.44991079224359,0.924,0.051,0
"Prdm16",0,5.44231006924371,0.458,0.01,0
"Rfx4",0,5.43343018695198,0.466,0.011,0
"Gm10790",0,-5.42462111827026,0.033,0.542,0
"Ndrg2",0,5.42010459373875,0.765,0.022,0
"Rmst",0,5.38012341090438,0.74,0.027,0
"Cbs",0,5.36253572891446,0.284,0.004,0
"Runx1",0,-5.35416166309349,0.035,0.511,0
"Aqp4",0,5.34920004971168,0.282,0.005,0
"F3",0,5.34146629518632,0.514,0.01,0
"Abca9",0,-5.30306752169929,0.033,0.511,0
"Slc1a2",0,5.29915432158065,0.993,0.174,0
"8030442B05Rik",0,-5.27570907636284,0.025,0.373,0
"Hpgds",0,-5.27467725790203,0.033,0.531,0
"Gm973",0,5.26573258819944,0.334,0.005,0
"Nckap1l",0,-5.26429915064819,0.022,0.394,0
"Gpld1",0,5.25789573209044,0.375,0.008,0
"Itih3",0,5.25070100856326,0.308,0.006,0
"Prrx1",0,5.24015926274527,0.318,0.005,0
"Rgs20",0,5.23966052328534,0.802,0.032,0
"Rorb",0,5.23774188506821,0.861,0.054,0
"Ptprc",0,-5.2269949244033,0.029,0.464,0
"Fli1",0,-5.22377423619908,0.039,0.585,0
"Atp13a4",0,5.20340823806854,0.503,0.012,0
"Cd84",0,-5.19933144842419,0.028,0.395,0
"Psd2",0,5.19752709832815,0.383,0.009,0
"Luzp2",0,5.18915186548232,0.919,0.112,0
"Dock2",0,-5.18635032539433,0.056,0.707,0
"Inpp5d",0,-5.18578118371064,0.057,0.738,0
"Prkd1",0,5.1846202668711,0.741,0.03,0
"Siglech",0,-5.16024263126027,0.043,0.593,0
"Apbb1ip",0,-5.15236408857531,0.051,0.639,0
"4930488L21Rik",0,5.14365952263274,0.567,0.022,0
"Tmem47",0,5.14156749735533,0.287,0.005,0
"Ikzf1",0,-5.13082585206894,0.051,0.69,0
"Ly86",0,-5.12620589717491,0.044,0.577,0
"Cfh",0,-5.10439852662819,0.041,0.582,0
"Gm3764",0,5.10280033333365,0.914,0.062,0
"Gulp1",0,5.1027738943189,0.326,0.006,0
"Adap2",0,-5.09597590950407,0.021,0.356,0
"Cyp2j9",0,5.07791879035182,0.309,0.008,0
"Selplg",0,-5.07577683065197,0.029,0.425,0
"Fyb",0,-5.07057283727488,0.051,0.627,0
"Slco2b1",0,-5.0698655210483,0.036,0.519,0
"Cd33",0,-5.06444293154471,0.02,0.34,0
"Dock8",0,-5.04839582301727,0.057,0.624,0
"Bcan",0,5.04758684723356,0.818,0.033,0
"Fgfr1",0,5.03764648028629,0.374,0.01,0
"Gm26512",0,5.00706470788567,0.398,0.009,0
"Eya1",0,5.00500491200581,0.426,0.01,0
"Atp1a2",0,4.99872736149858,0.892,0.045,0
"Unc13c",0,4.99810599954194,0.61,0.025,0
"Blnk",0,-4.99733671584355,0.021,0.331,0
"Anxa3",0,-4.96702693036532,0.025,0.346,0
"Nwd1",0,4.9668197364939,0.615,0.015,0
"Dpf3",0,4.96102040242786,0.376,0.01,0
"Gpr34",0,-4.92655404453563,0.027,0.382,0
"Gja1",0,4.92512456187306,0.462,0.012,0
"Gm40578",0,4.89891002719853,0.289,0.009,0
"Gm2629",0,-4.8878845523142,0.038,0.519,0
"P2ry12",0,-4.88423964495418,0.067,0.672,0
"Arhgap45",0,-4.8620269948781,0.029,0.423,0
"Otulinl",0,-4.8400560962897,0.04,0.509,0
"Arhgap22",0,-4.83917903589697,0.032,0.377,0
"Aldh1l1",0,4.83682114858902,0.307,0.01,0
"Lpcat2",0,-4.83609972617695,0.042,0.52,0
"Trpm3",0,4.82933334899398,0.906,0.113,0
"Aldoc",0,4.81941153248754,0.504,0.016,0
"Bank1",0,-4.81867605202996,0.033,0.354,0
"Gli2",0,4.79761133489283,0.375,0.011,0
"Csf1r",0,-4.77746181313778,0.049,0.607,0
"Prodh",0,4.77379362082451,0.413,0.01,0
"Paqr8",0,4.77273830548581,0.741,0.042,0
"Fcrls",0,-4.76974286889262,0.029,0.374,0
"Ctss",0,-4.7641787260586,0.029,0.376,0
"Aldh1a1",0,4.75651681933829,0.306,0.012,0
"Mt2",0,4.74805108314918,0.341,0.011,0
"Vegfa",0,4.74732018833406,0.545,0.022,0
"Dach1",0,4.73621683296549,0.346,0.01,0
"Plpp3",0,4.72943014929986,0.843,0.056,0
"Mmd2",0,4.71626539793455,0.389,0.01,0
"E230029C05Rik",0,-4.69682046040066,0.065,0.522,0
"Lyn",0,-4.6958484690842,0.09,0.683,0
"Pde3b",0,-4.66455673597849,0.082,0.713,0
"Fads2",0,4.6505475834782,0.299,0.008,0
"Slc7a11",0,4.63003430391522,0.546,0.028,0
"Fgd2",0,-4.61866017869315,0.035,0.42,0
"Rasgrp3",0,-4.6174322158707,0.043,0.432,0
"Tgfbr1",0,-4.60597446725213,0.153,0.858,0
"P3h2",0,-4.58369583977073,0.049,0.471,0
"Maf",0,-4.5767475416328,0.042,0.449,0
"Zfp521",0,4.57074258157295,0.452,0.019,0
"St3gal6",0,-4.56641298283838,0.05,0.493,0
"Atp1b2",0,4.56305879574864,0.32,0.008,0
"Acsl3",0,4.56235157882921,0.713,0.043,0
"Palld",0,4.53042206987982,0.308,0.011,0
"Utp14b",0,4.51798976031423,0.361,0.014,0
"Nxn",0,4.51211689541506,0.317,0.011,0
"Phkg1",0,4.49417678102829,0.375,0.013,0
"Lix1",0,4.44222633999238,0.394,0.015,0
"Ppargc1a",0,4.42571659678564,0.452,0.017,0
"Myo10",0,4.42130403006595,0.36,0.012,0
"Lama2",0,4.41280195872352,0.772,0.058,0
"Egfr",0,4.40121935972511,0.502,0.018,0
"Tbxas1",0,-4.39018928670204,0.049,0.422,0
"Hexb",0,-4.3737966062373,0.145,0.816,0
"Sparcl1",0,4.35679394782109,0.854,0.067,0
"Elmo1",0,-4.33254397227081,0.192,0.913,0
"Garem1",0,4.32037086196306,0.603,0.039,0
"Nav2",0,-4.30673072697429,0.115,0.682,0
"Gabrb1",0,4.29009919880813,0.968,0.17,0
"Ankrd44",0,-4.28484693646015,0.096,0.655,0
"Prdx6",0,4.26253033395313,0.481,0.023,0
"Sox6",0,4.26137677160252,0.725,0.043,0
"Tead1",0,4.25186828000954,0.346,0.011,0
"Nim1k",0,4.23541284197526,0.403,0.016,0
"Acsl6",0,4.23144874181633,0.509,0.023,0
"Rapgef3",0,4.22721500348102,0.338,0.016,0
"Chn2",0,-4.19587057354368,0.093,0.594,0
"Plxnb1",0,4.19139774661359,0.336,0.019,0
"4933406I18Rik",0,-4.15672701553966,0.082,0.562,0
"Eda",0,4.1538170695702,0.327,0.015,0
"Htra1",0,4.14134696652305,0.639,0.044,0
"Wwc1",0,4.13123803566317,0.435,0.018,0
"Asrgl1",0,4.12296641655011,0.437,0.025,0
"Cpe",0,4.11495660109518,0.867,0.092,0
"Ghr",0,4.11401303972614,0.556,0.031,0
"Wasf3",0,4.10001886548636,0.5,0.03,0
"Fam184a",0,4.09772113443001,0.429,0.029,0
"Slc27a1",0,4.08374399192138,0.374,0.017,0
"B930095G15Rik",0,4.08340216379164,0.322,0.013,0
"Fgd6",0,4.07121405421861,0.398,0.016,0
"Gpam",0,4.06737594136734,0.494,0.027,0
"Sorcs2",0,4.06585933063622,0.308,0.013,0
"Kcnn2",0,4.0545962358354,0.67,0.046,0
"Vcl",0,4.03745923386851,0.565,0.037,0
"Inpp4b",0,-4.01703816539105,0.129,0.666,0
"Maml3",0,-3.98983159215552,0.147,0.704,0
"Dgkb",0,3.98124317431117,0.881,0.115,0
"Ddah1",0,3.97720597635956,0.376,0.018,0
"Nckap5",0,3.97163021893377,0.719,0.066,0
"Ranbp3l",0,3.95705277379387,0.356,0.015,0
"Usp53",0,3.94838517271841,0.38,0.022,0
"Lsamp",0,3.94097560347351,0.999,0.508,0
"Arhgef4",0,3.93199010784478,0.49,0.028,0
"Rapgef5",0,-3.90834516073946,0.13,0.696,0
"Sfxn5",0,3.88861218511299,0.616,0.04,0
"Dtna",0,3.88655397551944,0.913,0.162,0
"Hmgn3",0,3.8816926665967,0.391,0.026,0
"Meis2",0,3.86542885054853,0.667,0.055,0
"Nebl",0,3.85670124733141,0.716,0.064,0
"Slc8a1",0,-3.85041816162714,0.31,0.937,0
"Ptprt",0,3.8446379034654,0.862,0.117,0
"Npas3",0,3.84148968842808,0.953,0.224,0
"Entpd1",0,-3.83581074406017,0.132,0.597,0
"St6galnac5",0,3.83511586788651,0.545,0.043,0
"Eps8",0,3.82773435724008,0.497,0.031,0
"Tnfrsf19",0,3.82194100767968,0.366,0.018,0
"Pla2g7",0,3.80526846309049,0.446,0.024,0
"Ttyh1",0,3.80511408790332,0.694,0.055,0
"Gramd3",0,3.80195229054315,0.405,0.027,0
"Csgalnact1",0,3.80150539441894,0.572,0.039,0
"Atp8a2",0,-3.79881903145331,0.098,0.537,0
"Bcar3",0,3.77095779420584,0.308,0.016,0
"Cspg5",0,3.7629619175471,0.606,0.04,0
"Mapk4",0,3.76030430802258,0.593,0.043,0
"Farp1",0,3.75254730778721,0.824,0.09,0
"Ivns1abp",0,-3.73429578860701,0.181,0.768,0
"Kank1",0,3.71356255786455,0.41,0.027,0
"Fmn2",0,3.70261621907111,0.786,0.085,0
"Plxdc2",0,-3.66542073644666,0.365,0.906,0
"Scg3",0,3.65873353385821,0.472,0.032,0
"Zfhx3",0,-3.65176423819303,0.199,0.765,0
"Cdh2",0,3.60927718818881,0.679,0.07,0
"Tenm3",0,3.59004180222628,0.551,0.049,0
"Rora",0,3.58983821656418,0.961,0.232,0
"Ntm",0,3.57638502163274,0.996,0.39,0
"Tox",0,3.57635038125323,0.632,0.058,0
"Mcc",0,3.57413908885148,0.507,0.036,0
"Trps1",0,3.56363073115322,0.897,0.156,0
"Arhgap42",0,3.55903150453638,0.344,0.019,0
"Rab30",0,3.54443094913744,0.381,0.027,0
"Sash1",0,3.53812763668366,0.558,0.054,0
"Lgr4",0,3.53788712507452,0.325,0.023,0
"Ccdc85a",0,3.51688060743725,0.512,0.044,0
"Mctp1",0,-3.50802063834706,0.118,0.513,0
"Nrxn1",0,3.49169970928906,0.997,0.444,0
"Fermt2",0,3.48284300993506,0.58,0.061,0
"Tmsb4x",0,-3.46943005004594,0.114,0.525,0
"Lgmn",0,-3.45125070934743,0.109,0.481,0
"Clu",0,3.44634052000109,0.389,0.028,0
"Mir124-2hg",0,3.43416020149638,0.317,0.019,0
"Enah",0,3.42750797281086,0.671,0.075,0
"Ptchd4",0,3.41940305095181,0.43,0.036,0
"Mef2a",0,-3.40671186921211,0.343,0.835,0
"Slc39a12",0,3.40649734440756,0.544,0.046,0
"Gpc6",0,3.39376416568248,0.842,0.131,0
"Serinc3",0,-3.3635852602183,0.129,0.525,0
"Gk",0,3.34300713156097,0.488,0.043,0
"Dclk1",0,3.33623984940527,0.937,0.199,0
"Tnik",0,3.32867999131043,0.889,0.17,0
"Vav3",0,3.29464952616845,0.453,0.028,0
"Mt1",0,3.28486389411006,0.47,0.048,0
"Slc6a1",0,3.28196965628374,0.605,0.066,0
"Pantr1",0,3.28132199918172,0.412,0.037,0
"Msmo1",0,3.28129967562874,0.37,0.034,0
"Tspan7",0,3.2806572825985,0.883,0.206,0
"Csmd3",0,-3.28024406962014,0.359,0.819,0
"Trim9",0,3.2731525836731,0.77,0.103,0
"Adk",0,3.25190825423599,0.76,0.114,0
"0610040J01Rik",0,-3.24500413923941,0.149,0.492,0
"Ldlrad4",0,-3.23201295374894,0.316,0.814,0
"Srgap2",0,-3.22648659502265,0.426,0.874,0
"S1pr1",0,3.22097380973291,0.403,0.033,0
"Gpm6a",0,3.21029043426805,0.783,0.119,0
"Stox2",0,3.2093707639027,0.78,0.129,0
"Ctnnd2",0,3.20263278444433,0.972,0.34,0
"Phka1",0,3.19539978613695,0.696,0.097,0
"Sox5",0,3.19055478491004,0.707,0.084,0
"Syne1",0,3.16489118633246,0.863,0.176,0
"Tanc2",0,-3.15941896640463,0.522,0.922,0
"Efr3b",0,3.15800026983134,0.404,0.035,0
"Ddhd1",0,3.15558032970552,0.813,0.14,0
"Cdh19",0,3.15538254152748,0.708,0.095,0
"Wnk2",0,3.13345030565624,0.506,0.045,0
"Rgs7",0,3.10527114421577,0.838,0.146,0
"B3galt1",0,3.10262869760856,0.925,0.245,0
"Lrmda",0,-3.10105867742146,0.298,0.759,0
"Nfib",0,3.09740893740493,0.791,0.13,0
"Nrcam",0,3.09470082307986,0.819,0.133,0
"Fam228b",0,3.07903529104424,0.352,0.038,0
"Gnao1",0,3.07065601771067,0.896,0.188,0
"Snx29",0,-3.04796836641517,0.233,0.637,0
"Adcy2",0,3.0469877078459,0.711,0.098,0
"Pcdh10",0,3.02666897800463,0.425,0.043,0
"Msi2",0,3.02365080324954,0.908,0.244,0
"Grm3",0,3.02264345579753,0.914,0.232,0
"Gabra2",0,3.02062202564065,0.529,0.061,0
"Zfpm2",0,3.00804638883431,0.683,0.094,0
"Lrch1",0,-2.99242453600955,0.174,0.539,0
"Ssh2",0,-2.99149801780749,0.312,0.767,0
"Plcl2",0,-2.95300753592721,0.181,0.558,0
"Ppp2r2b",0,2.93857570699478,0.811,0.149,0
"Skap2",0,-2.9318771897731,0.161,0.504,0
"Plekhg1",0,2.92063169024002,0.626,0.094,0
"C130071C03Rik",0,2.91389367475303,0.641,0.09,0
"Daam2",0,2.91248759559233,0.639,0.092,0
"Lypd6",0,2.88966222359225,0.37,0.039,0
"Gab2",0,-2.88075354038167,0.264,0.654,0
"Lgi1",0,2.87514126342989,0.454,0.051,0
"Megf10",0,2.86764313844295,0.43,0.058,0
"Mir9-3hg",0,2.86491181417137,0.359,0.035,0
"Gpd2",0,2.86186604027429,0.351,0.036,0
"Pygb",0,2.86148370000271,0.376,0.038,0
"Adam23",0,2.84241757632728,0.521,0.066,0
"Mef2c",0,-2.84165724005964,0.387,0.851,0
"Ptch1",0,2.83487042589025,0.459,0.058,0
"Hepacam",0,2.81070092295631,0.532,0.075,0
"Bin1",0,-2.80461469641579,0.158,0.511,0
"Plcb1",0,2.80146457518006,0.928,0.267,0
"Numb",0,-2.79693171220555,0.292,0.662,0
"Frmd4b",0,-2.79551643804562,0.228,0.613,0
"Pag1",0,-2.77512879619796,0.377,0.74,0
"Plcb4",0,2.76567443548879,0.48,0.06,0
"Picalm",0,-2.74373442632019,0.282,0.633,0
"Ahcyl1",0,2.73079717813808,0.626,0.104,0
"Pcdh7",0,2.73036681664974,0.905,0.248,0
"Gria2",0,2.73031237834133,0.939,0.291,0
"Epb41l2",0,-2.72013866912225,0.418,0.769,0
"Dock10",0,-2.71718473744098,0.212,0.762,0
"Mir100hg",0,2.71529376025587,0.851,0.198,0
"Mboat2",0,2.68968499874616,0.429,0.063,0
"Sybu",0,2.67725822551931,0.475,0.063,0
"St3gal4",0,2.67396750435421,0.685,0.116,0
"Fut9",0,2.67207606124312,0.696,0.118,0
"Slc1a3",0,2.65362813956238,0.92,0.303,0
"Adgrb3",0,2.65310616475889,0.961,0.348,0
"Srgap3",0,2.62805081231308,0.575,0.094,0
"Sema6d",0,2.60157062524255,0.683,0.139,0
"Fam171b",0,2.60138370849314,0.529,0.081,0
"Ephb1",0,2.59931827917518,0.537,0.087,0
"Pbx1",0,2.59893325037196,0.89,0.281,0
"Clmn",0,2.59217590003174,0.585,0.1,0
"Npas2",0,2.59195360578151,0.39,0.048,0
"Pde7b",0,2.58756063316213,0.562,0.081,0
"Myo6",0,2.57127269451862,0.743,0.162,0
"Rap1gds1",0,-2.56306302398783,0.315,0.664,0
"Pip4k2a",0,-2.56096867234998,0.332,0.678,0
"Ntrk2",0,2.55288943526899,0.791,0.163,0
"Tmcc3",0,-2.54161773799457,0.43,0.777,0
"Rgs6",0,2.53078703343019,0.719,0.139,0
"Pde8b",0,2.52564199316163,0.682,0.126,0
"Gpm6b",0,2.5111774797563,0.881,0.231,0
"Ivd",0,2.50425279468701,0.403,0.058,0
"Ophn1",0,-2.50296634445769,0.38,0.703,0
"Zhx3",0,2.48682775857213,0.455,0.07,0
"Adgrl3",0,2.47885313199083,0.899,0.259,0
"Grk3",0,2.47641834192978,0.564,0.091,0
"Grid2",0,2.47596155628151,0.91,0.289,0
"Mdga2",0,2.47544030479056,0.96,0.39,0
"9330159F19Rik",0,2.45679446368896,0.545,0.095,0
"Mfn1",0,2.44692678165156,0.472,0.075,0
"Glis3",0,2.44492442208787,0.665,0.121,0
"Map2",0,2.43691126532758,0.726,0.146,0
"Camk2g",0,2.41385397916985,0.608,0.115,0
"Astn2",0,2.40549073997912,0.598,0.1,0
"Mbnl1",0,-2.39895335538129,0.495,0.803,0
"Sorbs1",0,2.3968809559046,0.5,0.079,0
"Cntn1",0,2.3966106292961,0.644,0.125,0
"March1",0,-2.39485603677986,0.231,0.597,0
"Appl2",0,2.38520983640035,0.76,0.185,0
"Astn1",0,2.37813393108655,0.507,0.074,0
"Negr1",0,2.37562683851797,0.917,0.307,0
"Apba2",0,2.36466697513952,0.45,0.063,0
"Nckap1",0,2.36401994739045,0.519,0.088,0
"Thrb",0,2.36339775955769,0.657,0.118,0
"Phactr3",0,2.36135650021549,0.531,0.099,0
"Pcdh17",0,2.34706032450073,0.426,0.072,0
"Dleu2",0,-2.33927429963998,0.418,0.723,0
"Sgip1",0,2.32609602729842,0.764,0.174,0
"Nedd4",0,2.32575803857828,0.483,0.086,0
"Alcam",0,2.31436204064847,0.62,0.123,0
"Apoe",0,2.30254370535031,0.506,0.079,0
"Cadm2",0,2.29585235386965,0.989,0.511,0
"Slc15a2",0,2.28557223966144,0.429,0.072,0
"Nol4",0,2.28481659774683,0.604,0.101,0
"Znrf3",0,2.28051463103242,0.532,0.101,0
"Cdh10",0,2.27377078675895,0.777,0.196,0
"Erc1",0,2.25831502138403,0.428,0.068,0
"Igsf11",0,2.25501932165729,0.563,0.107,0
"Cdh20",0,2.23489212008842,0.727,0.155,0
"4930402H24Rik",0,2.21909514645265,0.682,0.157,0
"Ptn",0,2.19404172097345,0.665,0.155,0
"Arhgap26",0,2.19339577205034,0.546,0.096,0
"Nav3",0,-2.19154944616753,0.497,0.814,0
"Hacd2",0,2.17664507812641,0.431,0.077,0
"Grid1",0,2.16818786498085,0.47,0.082,0
"Dmd",0,2.15527528531247,0.888,0.284,0
"Cpq",0,2.15314941971299,0.411,0.065,0
"Brinp3",0,2.11250799145263,0.622,0.134,0
"Ptprg",0,2.09226807443057,0.51,0.09,0
"Arnt2",0,2.07642000184994,0.468,0.095,0
"Dab1",0,2.07230994136768,0.768,0.194,0
"Slc9a9",0,-2.04835241757777,0.533,0.772,0
"Glud1",0,2.03678281426375,0.542,0.115,0
"Auts2",0,2.00287323524693,0.891,0.321,0
"Fam13c",0,1.9977709560807,0.525,0.108,0
"Neo1",0,1.99523494805792,0.481,0.107,0
"Dcc",0,1.99136313502447,0.665,0.233,0
"Mapk10",0,1.98909233586089,0.711,0.171,0
"Mical2",0,1.97196124770132,0.535,0.095,0
"Xylt1",0,1.96898139531688,0.457,0.079,0
"Glul",0,1.96458997853119,0.763,0.235,0
"Psd3",0,1.95995789080602,0.67,0.17,0
"Bcl2",0,1.95314856769992,0.451,0.082,0
"Limch1",0,1.9512090159716,0.654,0.155,0
"Ncam1",0,1.94181697591519,0.828,0.236,0
"Akap6",0,1.94082590796844,0.704,0.193,0
"Il18",0,1.86852459233787,0.632,0.17,0
"Zeb2",0,-1.86361017652973,0.612,0.82,0
"Nlgn1",0,1.845386496272,0.958,0.449,0
"Cpeb4",0,1.84437041664061,0.633,0.189,0
"Tmtc2",0,1.82842851817195,0.557,0.136,0
"Stard13",0,1.80754100429116,0.494,0.11,0
"Kirrel3",0,1.76392110121786,0.83,0.237,0
"Sptbn1",0,1.74295171128298,0.584,0.153,0
"Hdac8",0,1.71494531895039,0.761,0.287,0
"Lrrc4c",0,1.64274621673346,0.907,0.414,0
"Cadm1",0,1.63434795615647,0.926,0.551,0
"Plcl1",0,-1.62737536836404,0.602,0.782,0
"Kcnd2",0,1.62400235830661,0.74,0.287,0
"Kcnq3",0,1.59968745515852,0.711,0.263,0
"Macrod2",0,1.59688575545667,0.753,0.277,0
"A330023F24Rik",0,1.58563832688785,0.616,0.195,0
"Zbtb20",0,1.49716974622243,0.968,0.713,0
"Ccdc88a",0,1.48297217169387,0.768,0.296,0
"Gphn",0,1.46573333747333,0.855,0.418,0
"Per3",0,1.43486162349773,0.63,0.205,0
"Spag9",0,1.39798639143838,0.74,0.307,0
"Pitpnc1",0,1.372250081633,0.806,0.377,0
"Kif1b",0,1.32362614105497,0.74,0.291,0
"Dock4",0,-1.32170849639947,0.83,0.905,0
"Dlgap1",0,1.21963050128303,0.787,0.303,0
"Ank2",0,1.14133320238718,0.943,0.628,0
"Tcf4",0,1.08298427941747,0.95,0.698,0
"Frmd4a",0,1.05475539207014,0.955,0.777,0
"Pcdh9",0,1.05165128479292,0.993,0.611,0
"Magi2",0,0.983483756867105,0.957,0.472,0
"Nfia",0,0.954831222471491,0.908,0.635,0
"Phlpp1",5.54384297273276e-308,0.979604467116718,0.769,0.288,1.78982970374677e-303
"Igdcc4",2.48458782772764e-307,4.26513830498018,0.287,0.009,8.02149180181867e-303
"Mgll",7.99075855805272e-307,1.67320286409652,0.572,0.168,2.57981640046732e-302
"Carmil1",2.15004663030995e-306,2.24212966247719,0.407,0.064,6.94142554595566e-302
"Add3",2.54965090888754e-305,1.76912536922192,0.528,0.141,8.23154795934342e-301
"Gm16751",2.13512947002158e-304,3.04394881039522,0.342,0.035,6.89326549396467e-300
"Utrn",2.85226216240295e-304,1.65565617927852,0.532,0.136,9.20852839131791e-300
"Il6ra",4.54774847421283e-304,-4.9116506192226,0.021,0.328,1.46824059489961e-299
"Ncoa1",1.61177637807751e-303,1.48632625721107,0.622,0.213,5.20362003662325e-299
"Fkbp5",2.14691081188655e-303,-3.30409540578796,0.111,0.445,6.93130155617572e-299
"Slc20a1",5.56744938344872e-303,2.61423598601705,0.36,0.042,1.79745103344642e-298
"Cep85l",8.63470237742129e-303,1.66006331613638,0.553,0.158,2.78771366255046e-298
"Raver2",2.16683177259673e-302,4.44843677837483,0.278,0.007,6.99561637782856e-298
"Rgma",2.68463200899333e-302,3.62650197102157,0.31,0.021,8.66733444103498e-298
"Magi3",4.83785811187985e-301,1.80861942279449,0.479,0.105,1.56190249142041e-296
"Cacnb2",1.13074950672783e-300,-2.93076435333085,0.163,0.494,3.6506247824708e-296
"Hk2",1.18493951219283e-300,-4.12305883457779,0.044,0.362,3.82557721511457e-296
"Grip1",2.1612578355369e-300,1.89764912829083,0.472,0.104,6.97762092203087e-296
"Mtss2",1.15025915322183e-299,4.79591977675055,0.279,0.009,3.71361167617668e-295
"Gabrg1",2.84758995506173e-299,5.91162953877029,0.264,0.003,9.19344416991681e-295
"Chrdl1",3.29923992265896e-298,6.63519661394318,0.261,0.003,1.06515960903045e-293
"Mgat4a",4.83644110437144e-297,-4.08588659965724,0.049,0.364,1.56144501054632e-292
"9430041J12Rik",3.88220078085971e-296,4.77921172688308,0.277,0.009,1.25336852210056e-291
"Shc3",1.70440058564125e-295,3.12594244934583,0.314,0.024,5.50265729074278e-291
"Abr",1.41019278971734e-294,1.32808343905777,0.652,0.23,4.55280742160243e-290
"Ptprj",1.88375736090418e-293,-2.22427227741729,0.325,0.61,6.08171063967915e-289
"Gm26843",1.60346708302953e-292,5.7639153628335,0.263,0.005,5.17679347756082e-288
"Tbc1d5",6.33384899325218e-290,-1.78161548083376,0.464,0.678,2.04488314747147e-285
"Adhfe1",9.92163523907518e-290,3.0412951383119,0.316,0.027,3.20319993693542e-285
"Cyth4",2.38960891645596e-289,-5.33824491442542,0.016,0.307,7.71485238677807e-285
"Scoc",2.45087702585651e-289,-3.76382733116115,0.072,0.388,7.91265647797774e-285
"Sirpa",5.8487679343632e-288,-2.09407733874524,0.384,0.637,1.88827472760916e-283
"Unc93b1",2.55936651878612e-287,-4.32726789918476,0.035,0.337,8.262914805901e-283
"Tlr7",2.19192460484058e-286,-5.24722780545923,0.018,0.308,7.07662858672782e-282
"Mylip",2.55813597249249e-286,-4.24414219792539,0.037,0.34,8.25894198719201e-282
"Dzip1l",5.4016556780558e-286,4.44883217417182,0.267,0.008,1.74392453566031e-281
"Foxn3",1.11980467667308e-285,-1.69839242111794,0.534,0.705,3.61528939863903e-281
"Frmpd1",1.75399328566834e-285,4.99883994398285,0.258,0.004,5.66276732278023e-281
"Lcp2",6.63093731594427e-284,-5.53758129058606,0.018,0.305,2.14079811245261e-279
"Lhfp",1.12333926087564e-283,2.90475050814211,0.32,0.031,3.62670080373699e-279
"Cx3cr1",2.68686380504296e-282,-3.77548805325074,0.058,0.367,8.67453979458119e-278
"Gm5086",3.55331453610558e-282,-5.17806506399184,0.018,0.305,1.14718759798169e-277
"Phyhd1",1.01434168523149e-280,-3.18659147091996,0.108,0.425,3.27480213076986e-276
"Wwtr1",1.50153770761867e-280,5.18520329226418,0.254,0.005,4.84771448904687e-276
"Gpr37l1",2.2949458767877e-280,3.83982270110611,0.271,0.011,7.40923276320909e-276
"Fgf1",3.53241079341421e-280,3.85759518024069,0.288,0.019,1.14043882465378e-275
"Itsn1",3.97562765175909e-279,1.96939427338752,0.4,0.072,1.28353138737042e-274
"Dennd4a",8.78715614785339e-279,-2.56596268760029,0.237,0.533,2.83693336233447e-274
"Gabbr2",3.34434354455629e-278,1.93890288418489,0.415,0.078,1.07972131336e-273
"Timp3",1.21603600286152e-277,3.95649360848747,0.268,0.011,3.92597223523842e-273
"Ifitm10",3.22376335771995e-277,-4.59468833242368,0.022,0.309,1.04079200003989e-272
